Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
1416, Fernando CABADA, 22 APR 1982, USA, 954," 13 MAY 2023"""," ""879""",25 Kilometres Road
1416, Fernando CABADA, 22 APR 1982, USA, 954," 17 APR 2023"""," ""935""",Marathon
1416, Fernando CABADA, 22 APR 1982, USA, 954," 19 FEB 2023"""," ""987""",Marathon
1416, Fernando CABADA, 22 APR 1982, USA, 954," 15 JAN 2023"""," ""1021""",Half Marathon
1417, Ho-yeon KIM, 06 APR 2000, KOR, 954," 15 OCT 2023"""," ""104th National Sports Festival",Marathon
1417, Ho-yeon KIM, 06 APR 2000, KOR, 954," 09 APR 2023"""," ""966""",Marathon
1417, Ho-yeon KIM, 06 APR 2000, KOR, 954," 26 MAR 2023"""," ""844""",Half Marathon
1418, Masashi HASHIMOTO, 22 AUG 1986, JPN, 954, 30:27.25 ," ""JPN""",10
1418, Masashi HASHIMOTO, 22 AUG 1986, JPN, 954," 20 MAY 2023"""," ""840""",5000 Metres
1418, Masashi HASHIMOTO, 22 AUG 1986, JPN, 954, 30:12.45 ," ""JPN""",10
1418, Masashi HASHIMOTO, 22 AUG 1986, JPN, 954, 30:37.25 ," ""JPN""",10
1419, Jon KLAIBER, , USA, 954," 14 OCT 2023"""," ""956""",Marathon
1419, Jon KLAIBER, , USA, 954," 17 JUN 2023"""," ""953""",Marathon
1419, David PALOMO, 08 MAR 1983, ESP, 954," 03 DEC 2023"""," ""956""",Marathon
1419, David PALOMO, 08 MAR 1983, ESP, 954," 22 OCT 2023"""," ""854""",Half Marathon
1419, David PALOMO, 08 MAR 1983, ESP, 954," 16 APR 2023"""," ""816""",Marathon
1419, David PALOMO, 08 MAR 1983, ESP, 954," 11 MAR 2023"""," ""758""",10 Kilometres Road
1419, David PALOMO, 08 MAR 1983, ESP, 954," 19 FEB 2023"""," ""828""",Half Marathon
1419, David PALOMO, 08 MAR 1983, ESP, 954," 15 JAN 2023"""," ""767""",10 Kilometres Road
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 03 DEC 2023"""," ""955""",Marathon
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 05 AUG 2023"""," ""866""",10 Kilometres Road
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 22 JUL 2023"""," ""832""",5000 Metres
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 15 JUL 2023"""," ""844""",5000 Metres
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 10 JUN 2023"""," ""839""",3000 Metres
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 18 MAY 2023"""," ""840""",5000 Metres
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 07 MAY 2023"""," ""793""",5000 Metres
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954, 30:27.94 ," ""BEL""",10
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 12 MAR 2023"""," ""928""",Half Marathon
1421, Ward OOSTERLINCK, 08 MAY 1993, BEL, 954," 12 FEB 2023"""," ""907""",10 Kilometres Road
1422, Jan VERVAET, 1990, BEL, 953," 08 OCT 2023"""," ""964""",Marathon
1422, Jan VERVAET, 1990, BEL, 953," 05 AUG 2023"""," ""906""",10 Kilometres Road
1422, Jan VERVAET, 1990, BEL, 953," 21 JUL 2023"""," ""809""",5000 Metres
1423, Dorian LOUVET, 02 OCT 1989, FRA, 953," 11 JUN 2023"""," ""821""",10 Kilometres Road
1423, Dorian LOUVET, 02 OCT 1989, FRA, 953," 02 APR 2023"""," ""950""",Marathon
1423, Dorian LOUVET, 02 OCT 1989, FRA, 953," 05 MAR 2023"""," ""872""",Half Marathon
1424, Charlie BOYLE, 13 JAN 1985, AUS, 953," 13 AUG 2023"""," ""828""",Half Marathon
1424, Charlie BOYLE, 13 JAN 1985, AUS, 953," 02 JUL 2023"""," ""990""",Marathon
1425, Ronald VILLY, 15 JUN 1992, FRA, 953," 03 DEC 2023"""," ""985""",Marathon
1425, Ronald VILLY, 15 JUN 1992, FRA, 953," 23 APR 2023"""," ""922""",Marathon
1426, Ronald COCKX, 03 SEP 1994, NED, 953," 19 NOV 2023"""," ""966""",15 Kilometres Road
1426, Ronald COCKX, 03 SEP 1994, NED, 953," 01 OCT 2023"""," ""927""",Half Marathon
1426, Ronald COCKX, 03 SEP 1994, NED, 953," 16 APR 2023"""," ""978""",Marathon
1426, Ronald COCKX, 03 SEP 1994, NED, 953," 02 APR 2023"""," ""915""",10 Kilometres Road
1426, Ronald COCKX, 03 SEP 1994, NED, 953," 12 FEB 2023"""," ""940""",10 Kilometres Road
1427, Jochen UHRIG, 27 JUN 1983, GER, 953," 03 JUN 2023"""," ""798""",Marathon
1427, Jochen UHRIG, 27 JUN 1983, GER, 953," 26 MAR 2023"""," ""923""",Marathon
1428, Andile MOTWANI, 02 JAN 1997, RSA, 953," 16 SEP 2023"""," ""South African Cross Country Championships",Cross Country
1428, Andile MOTWANI, 02 JAN 1997, RSA, 953," 03 JUN 2023"""," ""963""",Half Marathon
1429, Tatsunori HAMASAKI, 04 JUL 1988, JPN, 952," 28 MAY 2023"""," ""855""",Marathon
1429, Tatsunori HAMASAKI, 04 JUL 1988, JPN, 952," 05 MAR 2023"""," ""1022""",Marathon
1429, Tatsunori HAMASAKI, 04 JUL 1988, JPN, 952," 29 JAN 2023"""," ""1069""",Half Marathon
1430, Zhenfei QI, 18 MAR 1994, CHN, 952," 19 NOV 2023"""," ""886""",Half Marathon
1430, Zhenfei QI, 18 MAR 1994, CHN, 952," 29 OCT 2023"""," ""1019""",Marathon
1430, Zhenfei QI, 18 MAR 1994, CHN, 952, 31:06.95 ," ""CHN""",10
1430, Zhenfei QI, 18 MAR 1994, CHN, 952, 29:47.87 ," ""CHN""",10
1430, Zhenfei QI, 18 MAR 1994, CHN, 952," 26 APR 2023"""," ""962""",5000 Metres
1431, Francisco DE LEON RODRIGUEZ, 08 AUG 1990, ESP, 952," 10 DEC 2023"""," ""Medio Maratón de Málaga",Half Marathon
1431, Francisco DE LEON RODRIGUEZ, 08 AUG 1990, ESP, 952," 22 OCT 2023"""," ""995""",Half Marathon
1431, Francisco DE LEON RODRIGUEZ, 08 AUG 1990, ESP, 952," 14 MAY 2023"""," ""946""",Half Marathon
1431, Francisco DE LEON RODRIGUEZ, 08 AUG 1990, ESP, 952," 15 APR 2023"""," ""850""",10 Kilometres Road
1431, Francisco DE LEON RODRIGUEZ, 08 AUG 1990, ESP, 952," 11 MAR 2023"""," ""1031""",10 Kilometres Road
1432, Evan MINOR, 28 MAY 1999, USA, 952," 03 DEC 2023"""," ""996""",Marathon
1433, Rhodri OWEN, 27 JUN 1989, GBR, 952," 03 DEC 2023"""," ""978""",Marathon
1433, Rhodri OWEN, 27 JUN 1989, GBR, 952," 01 OCT 2023"""," ""884""",Half Marathon
1433, Rhodri OWEN, 27 JUN 1989, GBR, 952," 15 AUG 2023"""," ""860""",3000 Metres
1433, Rhodri OWEN, 27 JUN 1989, GBR, 952," 25 JUL 2023"""," ""819""",3000 Metres
1434, Hiroki KAI, 05 AUG 1994, JPN, 952," 17 DEC 2023"""," ""929""",Marathon
1434, Hiroki KAI, 05 AUG 1994, JPN, 952," 02 JUL 2023"""," ""909""",Marathon
1434, Hiroki KAI, 05 AUG 1994, JPN, 952," 05 MAR 2023"""," ""958""",Marathon
1435, Takuya SAITO, 10 JUL 1987, JPN, 952," 03 DEC 2023"""," ""970""",Marathon
1435, Takuya SAITO, 10 JUL 1987, JPN, 952," 05 MAR 2023"""," ""1043""",Marathon
1436, Ezequiel CHAVARRIA, 18 APR 1989, ARG, 952," 27 AUG 2023"""," ""822""",Half Marathon
1436, Ezequiel CHAVARRIA, 18 APR 1989, ARG, 952," 11 JUN 2023"""," ""890""",5000 Metres
1436, Ezequiel CHAVARRIA, 18 APR 1989, ARG, 952," 14 MAY 2023"""," ""901""",5000 Metres
1436, Ezequiel CHAVARRIA, 18 APR 1989, ARG, 952, 29:52.44 ," ""ARG""",10
1437, Jonathan MOTT, 10 FEB 1987, USA, 952," 17 APR 2023"""," ""954""",Marathon
1438, Jian LI, , CHN, 951," 29 SEP 2024"""," ""1039""",Marathon
1438, Jian LI, , CHN, 951," 21 APR 2024"""," ""Shanghai Half Marathon",Half Marathon
1438, Jian LI, , CHN, 951," 10 MAR 2024"""," ""863""",Half Marathon
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951," 29 OCT 2023"""," ""962""",Marathon
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951, 32:17.02 ," ""KOR""",10
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951, 31:34.04 ," ""KOR""",10
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951," 07 JUL 2023"""," ""806""",5000 Metres
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951, 30:50.81 ," ""KOR""",10
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951," 06 MAY 2023"""," ""792""",5000 Metres
1439, Dae-hoon KIM, 24 JUL 2002, KOR, 951," 26 MAR 2023"""," ""Incheon International Half Marathon",Half Marathon
1440, Jesper FAURSCHOU, 01 JUL 1983, DEN, 951," 17 SEP 2023"""," ""890""",Half Marathon
1440, Jesper FAURSCHOU, 01 JUL 1983, DEN, 951," 14 MAY 2023"""," ""936""",Marathon
1440, Jesper FAURSCHOU, 01 JUL 1983, DEN, 951," 22 APR 2023"""," ""855""",10 Kilometres Road
1440, Jesper FAURSCHOU, 01 JUL 1983, DEN, 951," 02 APR 2023"""," ""868""",Half Marathon
1441, Aifeng HUANG, 06 JUL 1987, CHN, 951," 25 AUG 2024"""," ""936""",Marathon
1441, Aifeng HUANG, 06 JUL 1987, CHN, 951," 26 MAY 2024"""," ""883""",Marathon
1441, Aifeng HUANG, 06 JUL 1987, CHN, 951," 31 MAR 2024"""," ""944""",Marathon
1441, Aifeng HUANG, 06 JUL 1987, CHN, 951," 10 MAR 2024"""," ""956""",Marathon
1442, Yenew ALAMIREW, 27 MAY 1990, ETH, 951," 05 NOV 2023"""," ""950""",Marathon
1443, Nodirbek MUTALIPOV, 27 JUL 2001, UZB, 950," 01 OCT 2023"""," ""905""",Marathon
1443, Nodirbek MUTALIPOV, 27 JUL 2001, UZB, 950," 06 AUG 2023"""," ""FISU World University Games",Half Marathon
1443, Nodirbek MUTALIPOV, 27 JUL 2001, UZB, 950," 12 MAR 2023"""," ""927""",Half Marathon
1444, Florian RÖSER, 23 MAR 1993, GER, 950," 01 OCT 2023"""," ""906""",Marathon
1444, Florian RÖSER, 23 MAR 1993, GER, 950," 26 MAR 2023"""," ""993""",Half Marathon
1445, Abraham ZERIHUN, 19 NOV 1997, ETH, 950," 08 OCT 2023"""," ""923""",Marathon
1446, Manuele POLLI, 1998, SUI, 950," 23 APR 2023"""," ""916""",Marathon
1447, Haoran WU, 10 SEP 1991, CHN, 950," 17 DEC 2023"""," ""Huangshi Cihu Half Marathon",Half Marathon
1447, Haoran WU, 10 SEP 1991, CHN, 950," 30 APR 2023"""," ""928""",Marathon
1448, Bo FANG, 17 NOV 1991, CHN, 950," 25 AUG 2024"""," ""850""",Marathon
1448, Bo FANG, 17 NOV 1991, CHN, 950," 26 MAY 2024"""," ""930""",Marathon
1448, Bo FANG, 17 NOV 1991, CHN, 950," 10 MAR 2024"""," ""966""",Marathon
1449, Mrait EL HOUCINE, , MAR, 950," 30 APR 2023"""," ""960""",Marathon
1450, Manuel SCHRÄDER, 1992, GER, 950," 29 SEP 2024"""," ""951""",Marathon
1450, Manuel SCHRÄDER, 1992, GER, 950," 15 SEP 2024"""," ""949""",Half Marathon
1451, Phillip KIPTOO, , UGA, 949," 16 DEC 2023"""," ""1104""",Marathon
1452, Omar SALVADOR, 10 FEB 1992, MEX, 949," 26 NOV 2023"""," ""894""",Half Marathon
1452, Omar SALVADOR, 10 FEB 1992, MEX, 949," 22 OCT 2023"""," ""1004""",Marathon
1453, Brendan WONG, 1994, CAN, 949," 15 OCT 2023"""," ""967""",Marathon
1453, Brendan WONG, 1994, CAN, 949," 24 SEP 2023"""," ""866""",10 Kilometres Road
1453, Brendan WONG, 1994, CAN, 949," 27 JUL 2023"""," ""832""",5000 Metres
1453, Brendan WONG, 1994, CAN, 949," 25 JUN 2023"""," ""880""",Half Marathon
1453, Brendan WONG, 1994, CAN, 949," 07 MAY 2023"""," ""907""",Marathon
1453, Brendan WONG, 1994, CAN, 949," 12 FEB 2023"""," ""906""",Half Marathon
1454, Mohamed HASHI, 10 SEP 1993, GBR, 949," 03 DEC 2023"""," ""917""",Marathon
1454, Mohamed HASHI, 10 SEP 1993, GBR, 949," 01 OCT 2023"""," ""879""",Half Marathon
1454, Mohamed HASHI, 10 SEP 1993, GBR, 949," 27 AUG 2023"""," ""920""",Half Marathon
1454, Mohamed HASHI, 10 SEP 1993, GBR, 949," 01 JUL 2023"""," ""853""",3000 Metres
1454, Mohamed HASHI, 10 SEP 1993, GBR, 949," 15 JAN 2023"""," ""823""",10 Kilometres Road
1455, Luc ESSINK, 1993, NED, 949," 19 NOV 2023"""," ""788""",15 Kilometres Road
1455, Luc ESSINK, 1993, NED, 949," 03 SEP 2023"""," ""853""",10 Kilometres Road
1455, Luc ESSINK, 1993, NED, 949," 16 APR 2023"""," ""969""",Marathon
1455, Luc ESSINK, 1993, NED, 949," 02 APR 2023"""," ""846""",10 Kilometres Road
1455, Luc ESSINK, 1993, NED, 949," 12 MAR 2023"""," ""898""",Half Marathon
1455, Luc ESSINK, 1993, NED, 949," 12 FEB 2023"""," ""878""",10 Kilometres Road
1456, Jonas NILSSON, 16 MAR 1992, SWE, 949," 03 DEC 2023"""," ""934""",Marathon
1457, David MUTAI, 08 JAN 1986, KEN, 948," 07 MAY 2023"""," ""983""",Marathon
1458, Maerdan AKELAMUHAN, 11 SEP 2003, CHN, 948," 29 OCT 2023"""," ""929""",Marathon
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 03 DEC 2023"""," ""963""",Marathon
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 24 SEP 2023"""," ""823""",10 Kilometres Road
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 08 JUL 2023"""," ""877""",5000 Metres
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 24 JUN 2023"""," ""919""",5000 Metres
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 03 JUN 2023"""," ""951""",1500 Metres
1459, Benjamin ALQUIER, 24 FEB 1990, FRA, 948," 18 MAY 2023"""," ""902""",3000 Metres
1460, Romain MEUNIER, 28 JAN 1994, FRA, 948," 08 OCT 2023"""," ""905""",20 Kilometres Road
1460, Romain MEUNIER, 28 JAN 1994, FRA, 948," 17 SEP 2023"""," ""825""",Half Marathon
1460, Romain MEUNIER, 28 JAN 1994, FRA, 948," 16 APR 2023"""," ""936""",Marathon
1461, Matthew WHITAKER, 29 MAY 1992, AUS, 948," 15 OCT 2023"""," ""941""",Marathon
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 24 NOV 2023"""," ""Czech Cross Country Championships",Cross Country
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 05 NOV 2023"""," ""833""",Marathon
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 24 SEP 2023"""," ""Czech 10km Championships",10 Kilometres Road
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 02 SEP 2023"""," ""830""",10 Kilometres Road
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 07 MAY 2023"""," ""934""",Marathon
1462, Matěj ZIMA, 29 JUL 1998, CZE, 948," 01 APR 2023"""," ""883""",Half Marathon
1463, Kyle SMITH, 12 JUN 1988, USA, 947," 03 DEC 2023"""," ""892""",Marathon
1463, Kyle SMITH, 12 JUN 1988, USA, 947," 14 OCT 2023"""," ""1002""",Marathon
1463, Kyle SMITH, 12 JUN 1988, USA, 947," 21 JAN 2023"""," ""USA Cross Country Championships",Cross Country
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 11 NOV 2023"""," ""874""",5000 Metres
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 21 OCT 2023"""," ""846""",3000 Metres
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 11 JUN 2023"""," ""916""",Half Marathon
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 31 MAR 2023"""," ""916""",3000 Metres Steeplechase
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 25 MAR 2023"""," ""951""",3000 Metres Steeplechase
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 09 MAR 2023"""," ""931""",3000 Metres Steeplechase
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 01 MAR 2023"""," ""877""",3000 Metres
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 19 FEB 2023"""," ""970""",Marathon
1464, Aidan HOBBS, 06 OCT 1986, AUS, 947," 07 JAN 2023"""," ""913""",3000 Metres Steeplechase
1465, Linus KORSMEIER, 21 MAR 1998, GER, 947," 01 OCT 2023"""," ""924""",Marathon
1465, Linus KORSMEIER, 21 MAR 1998, GER, 947," 03 SEP 2023"""," ""799""",Marathon
1465, Linus KORSMEIER, 21 MAR 1998, GER, 947," 02 APR 2023"""," ""903""",Half Marathon
1465, Linus KORSMEIER, 21 MAR 1998, GER, 947," 26 MAR 2023"""," ""842""",Half Marathon
1466, Cameron BECKETT, 15 JUN 1990, USA, 947," 03 DEC 2023"""," ""942""",Marathon
1466, Cameron BECKETT, 15 JUN 1990, USA, 947," 08 OCT 2023"""," ""952""",Marathon
1467, Jie WANG, 19 OCT 1994, CHN, 946," 29 OCT 2023"""," ""891""",Marathon
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 12 NOV 2023"""," ""858""",Marathon
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 09 JUL 2023"""," ""804""",5000 Metres
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 08 JUL 2023"""," ""835""",1500 Metres
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 16 APR 2023"""," ""899""",Marathon
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 29 JAN 2023"""," ""854""",3000 Metres Short Track
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 28 JAN 2023"""," ""842""",1500 Metres Short Track
1468, Miroslav SPASOV, 01 FEB 1995, BUL, 946," 07 JAN 2023"""," ""831""",3000 Metres Short Track
1469, Andreas Myhre SJURSETH, 05 FEB 1985, NOR, 946," 05 NOV 2023"""," ""975""",Marathon
1469, Andreas Myhre SJURSETH, 05 FEB 1985, NOR, 946," 17 SEP 2023"""," ""917""",Half Marathon
1469, Andreas Myhre SJURSETH, 05 FEB 1985, NOR, 946," 03 SEP 2023"""," ""917""",Half Marathon
1469, Andreas Myhre SJURSETH, 05 FEB 1985, NOR, 946, 31:28.23 ," ""NOR""",10
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 29 OCT 2023"""," ""857""",10 Kilometres Road
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 15 OCT 2023"""," ""896""",Half Marathon
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 01 JUL 2023"""," ""943""",Half Marathon
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 11 JUN 2023"""," ""940""",10 Kilometres Road
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 02 APR 2023"""," ""914""",5000 Metres
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 18 MAR 2023"""," ""853""",1500 Metres
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 17 MAR 2023"""," ""855""",5000 Metres
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 05 MAR 2023"""," ""874""",10 Kilometres Road
1470, Bailey MURZECKI-HINCE, 07 MAR 1998, AUS, 946," 02 FEB 2023"""," ""901""",5000 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 26 NOV 2023"""," ""927""",Marathon
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 15 OCT 2023"""," ""958""",Half Marathon
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 17 SEP 2023"""," ""844""",5000 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 10 SEP 2023"""," ""954""",10 Kilometres Road
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 26 JUL 2023"""," ""Giro Podistico di Castelbuono",Road Race
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 31 MAY 2023"""," ""770""",1500 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 17 MAY 2023"""," ""935""",3000 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 29 APR 2023"""," ""914""",5000 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946," 22 APR 2023"""," ""841""",1500 Metres
1471, Andrea SOFFIENTINI, 24 OCT 1988, ITA, 946, 30:07.08 ," ""ITA""",10
1472, Andrew GELSTON, 10 SEP 1990, USA, 946," 03 DEC 2023"""," ""898""",Marathon
1472, Andrew GELSTON, 10 SEP 1990, USA, 946," 08 OCT 2023"""," ""964""",Marathon
1472, Andrew GELSTON, 10 SEP 1990, USA, 946," 17 APR 2023"""," ""929""",Marathon
1472, Andrew GELSTON, 10 SEP 1990, USA, 946," 19 MAR 2023"""," ""871""",Half Marathon
1473, Sean RENFER, , IRL, 946," 24 SEP 2023"""," ""952""",Marathon
1473, Sean RENFER, , IRL, 946," 15 JAN 2023"""," ""786""",10 Kilometres Road
1474, Nick CAPARIO, 09 DEC 1988, USA, 946," 03 DEC 2023"""," ""944""",Marathon
1474, Nick CAPARIO, 09 DEC 1988, USA, 946," 17 JUN 2023"""," ""949""",Marathon
1475, Michael ALBER, 26 SEP 1997, GER, 945," 24 SEP 2023"""," ""1012""",Marathon
1475, Michael ALBER, 26 SEP 1997, GER, 945," 10 SEP 2023"""," ""835""",10 Kilometres Road
1475, Michael ALBER, 26 SEP 1997, GER, 945," 26 MAR 2023"""," ""847""",Half Marathon
1476, Mathieu KOPOCZ, 1985, FRA, 945," 03 DEC 2023"""," ""1004""",Marathon
1476, Mathieu KOPOCZ, 1985, FRA, 945," 24 SEP 2023"""," ""861""",Half Marathon
1476, Mathieu KOPOCZ, 1985, FRA, 945," 05 MAR 2023"""," ""948""",Half Marathon
1477, Fouad LATRECHE, 17 MAR 1989, FRA, 945," 03 DEC 2023"""," ""989""",Marathon
1477, Fouad LATRECHE, 17 MAR 1989, FRA, 945," 29 OCT 2023"""," ""785""",20 Kilometres Road
1477, Fouad LATRECHE, 17 MAR 1989, FRA, 945," 24 SEP 2023"""," ""881""",Half Marathon
1477, Fouad LATRECHE, 17 MAR 1989, FRA, 945," 26 MAR 2023"""," ""922""",10 Kilometres Road
1478, Peter KIPLETING, , KEN, 945," 21 JUL 2024"""," ""903""",Marathon
1478, Peter KIPLETING, , KEN, 945," 23 JUN 2024"""," ""982""",Marathon
1479, Matthew FOX, 15 FEB 1987, AUS, 945," 03 DEC 2023"""," ""965""",Marathon
1479, Matthew FOX, 15 FEB 1987, AUS, 945," 24 SEP 2023"""," ""925""",Marathon
1479, Matthew FOX, 15 FEB 1987, AUS, 945," 26 MAR 2023"""," ""934""",Marathon
1479, Matthew FOX, 15 FEB 1987, AUS, 945," 26 FEB 2023"""," ""981""",Marathon
1479, Matthew FOX, 15 FEB 1987, AUS, 945," 29 JAN 2023"""," ""928""",Half Marathon
1480, Corey PURCELLA, 15 JUN 1994, USA, 945," 03 DEC 2023"""," ""961""",Marathon
1480, Corey PURCELLA, 15 JUN 1994, USA, 945," 24 SEP 2023"""," ""929""",Marathon
1480, Corey PURCELLA, 15 JUN 1994, USA, 945," 05 MAR 2023"""," ""935""",Marathon
1480, Corey PURCELLA, 15 JUN 1994, USA, 945," 15 JAN 2023"""," ""881""",Half Marathon
1481, Jacob DAHL, 29 JAN 1988, DEN, 945," 29 OCT 2023"""," ""809""",Half Marathon
1481, Jacob DAHL, 29 JAN 1988, DEN, 945," 22 APR 2023"""," ""814""",10 Kilometres Road
1482, Matthew SCHAUMBERG, 17 MAR 1998, AUS, 945," 02 JUL 2023"""," ""839""",10 Kilometres Road
1482, Matthew SCHAUMBERG, 17 MAR 1998, AUS, 945," 17 APR 2023"""," ""956""",Marathon
1483, Pim BIJL, , NED, 945," 16 APR 2023"""," ""937""",Marathon
1484, Seung gil KANG, 30 MAR 1997, KOR, 945," 22 OCT 2023"""," ""940""",Marathon
1485, Masato NAMAI, 26 DEC 1986, JPN, 945," 03 DEC 2023"""," ""941""",Marathon
1485, Masato NAMAI, 26 DEC 1986, JPN, 945," 05 MAR 2023"""," ""956""",Marathon
1486, Kaihei KITANO, 15 FEB 2001, JPN, 944," 19 NOV 2023"""," ""881""",Marathon
1486, Kaihei KITANO, 15 FEB 2001, JPN, 944," 15 OCT 2023"""," ""976""",Half Marathon
1486, Kaihei KITANO, 15 FEB 2001, JPN, 944, 30:03.05 ," ""JPN""",10
1486, Kaihei KITANO, 15 FEB 2001, JPN, 944," 12 JUL 2023"""," ""893""",5000 Metres
1486, Kaihei KITANO, 15 FEB 2001, JPN, 944," 13 MAY 2023"""," ""888""",5000 Metres
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 11 NOV 2023"""," ""972""",Half Marathon
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 03 SEP 2023"""," ""Kazakh Half Marathon Championships",Half Marathon
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 02 JUL 2023"""," ""856""",5000 Metres
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 01 JUL 2023"""," ""882""",1500 Metres
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 24 JUN 2023"""," ""845""",5000 Metres
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 27 MAY 2023"""," ""912""",Marathon
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 12 JAN 2023"""," ""839""",3000 Metres Short Track
1487, Daniyar ORMANGALI, 26 SEP 2000, KAZ, 944," 10 JAN 2023"""," ""832""",1500 Metres Short Track
1488, Taku FUJIWARA, 17 JUN 1986, JPN, 944," 03 DEC 2023"""," ""962""",Marathon
1488, Taku FUJIWARA, 17 JUN 1986, JPN, 944," 05 MAR 2023"""," ""917""",Marathon
1489, Tyler SMITH, 01 NOV 1996, USA, 944," 03 DEC 2023"""," ""959""",Marathon
1489, Tyler SMITH, 01 NOV 1996, USA, 944," 08 OCT 2023"""," ""930""",Marathon
1490, Victor GOMEZ, , USA, 944," 24 SEP 2023"""," ""Maratón León - Half Marathon",Half Marathon
1491, Christoph UPHUES, 1993, GER, 944," 15 SEP 2024"""," ""946""",Half Marathon
1491, Christoph UPHUES, 1993, GER, 944," 14 APR 2024"""," ""942""",Marathon
1491, Christoph UPHUES, 1993, GER, 944," 03 MAR 2024"""," ""904""",10 Kilometres Road
1492, Tomoki YASUDA, 25 MAY 1997, JPN, 943," 03 DEC 2023"""," ""1010""",Marathon
1492, Tomoki YASUDA, 25 MAY 1997, JPN, 943," 12 FEB 2023"""," ""1015""",Half Marathon
1493, Derek ALCORN, 14 SEP 1991, USA, 943," 03 DEC 2023"""," ""897""",Marathon
1493, Derek ALCORN, 14 SEP 1991, USA, 943," 08 OCT 2023"""," ""989""",Marathon
1493, Derek ALCORN, 14 SEP 1991, USA, 943," 17 APR 2023"""," ""821""",Marathon
