Place,Competitor,DOB,Nationality,Score,Date,res,City
880, Mael SICOT,12 FEB 1993, FRA, 1046, 17 JUN 2023,FRA,Stade Municipal Du Petit Kerzu
880, Mael SICOT,12 FEB 1993, FRA, 1046, 10 JUN 2023,FRA,Montesson
880, Mael SICOT,12 FEB 1993, FRA, 1046, 03 JUN 2023,FRA,Stade Complexe Sportif Jean-Paul Chasseboeuf
880, Mael SICOT,12 FEB 1993, FRA, 1046, 02 APR 2023,FRA,Paris
880, Mael SICOT,12 FEB 1993, FRA, 1046, 12 MAR 2023,Carhaix - XC 9.81km,Site de Kerampuilh
881, Benjamin Robert KENDELL,30 JUN 1996, USA, 1046, 29:11.88 ,Carhaix - XC 9.81km,Portland Track Festival - High Performance
881, Benjamin Robert KENDELL,30 JUN 1996, USA, 1046, 19 MAY 2023,Carhaix - XC 9.81km,Icahn Stadium
881, Benjamin Robert KENDELL,30 JUN 1996, USA, 1046, 06 MAY 2023,Carhaix - XC 9.81km,Hilmer Lodge Stadium
881, Benjamin Robert KENDELL,30 JUN 1996, USA, 1046, 04 MAR 2023,USA,Jacksonville
883, Tai SMITH,, USA, 1046, 12 NOV 2023,USA,Boston
883, Tai SMITH,, USA, 1046, 17 JUN 2023,USA,Duluth
883, Tai SMITH,, USA, 1046, 15 JAN 2023,USA,Houston
884, Amanuel KIPKOGEI,1986, KEN, 1045, 29 OCT 2023,KEN,Nairobi
885, Krilan LE BIHAN,16 JUL 1998, FRA, 1045, 03 DEC 2023,ESP,Valencia
885, Krilan LE BIHAN,16 JUL 1998, FRA, 1045, 24 SEP 2023,GER,Berlin
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 31 DEC 2023,BRA,São Paulo
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 19 NOV 2023,BRA,Curitiba
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 27 AUG 2023,BRA,Budapest 2023
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 06 AUG 2023,BRA,Joao Pessoa - Brazilian Road Running Championships
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 30:50.32 ,BRA,Brazilian Championships
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 19 MAR 2023,VEN,Caracas - Pan American Marathon Championships
886, Justino Pedro DA SILVA,01 JUN 1985, BRA, 1045, 19 FEB 2023,ESP,Sevilla
887, Tomohiro KAIJO,26 OCT 1988, JPN, 1045, 03 DEC 2023,JPN,Fukuoka
887, Tomohiro KAIJO,26 OCT 1988, JPN, 1045, 15 OCT 2023,JPN,Tokyo
887, Tomohiro KAIJO,26 OCT 1988, JPN, 1045, 05 MAR 2023,JPN,Tokyo
887, Tomohiro KAIJO,26 OCT 1988, JPN, 1045, 05 FEB 2023,JPN,Marugame
888, Abdelali RAZYN,1991, MAR, 1045, 27 OCT 2024,ESP,Valencia
888, Abdelali RAZYN,1991, MAR, 1045, 06 OCT 2024,NED,Breda
888, Abdelali RAZYN,1991, MAR, 1045, 18 FEB 2024,ESP,Sevilla
888, Abdelali RAZYN,1991, MAR, 1045, 14 JAN 2024,ESP,Valencia
890, Donnie COWART,24 OCT 1985, USA, 1044, 14 OCT 2023,USA,Valley Cottage
890, Donnie COWART,24 OCT 1985, USA, 1044, 28 MAY 2023,CAN,Ottawa
890, Donnie COWART,24 OCT 1985, USA, 1044, DNF ,Winston Salem,Wake Forest Invitational
891, Ryo OSAKI,19 MAY 1995, JPN, 1044, 15 JUL 2023,JPN,Aoba Park Athletic Field
891, Ryo OSAKI,19 MAY 1995, JPN, 1044, 28 MAY 2023,CAN,Ottawa
891, Ryo OSAKI,19 MAY 1995, JPN, 1044, 26 FEB 2023,JPN,Osaka
891, Ryo OSAKI,19 MAY 1995, JPN, 1044, 29 JAN 2023,JPN,Osaka Half Marathon Course
892, Jo FUKUDA,31 DEC 1990, JPN, 1044, 02 JUL 2023,AUS,Gold Coast
892, Jo FUKUDA,31 DEC 1990, JPN, 1044, 05 MAR 2023,JPN,Tokyo
892, Jo FUKUDA,31 DEC 1990, JPN, 1044, 19 FEB 2023,JPN,Kumamoto
893, Joseph TROJAN,, USA, 1044, 14 OCT 2023,USA,Valley Cottage
893, Joseph TROJAN,, USA, 1044, 28:49.10 ,USA,Track Festival
893, Joseph TROJAN,, USA, 1044, 25 MAR 2023,USA,Rockland Lake State Park
893, Joseph TROJAN,, USA, 1044, 11 FEB 2023,USA,Boston Univ. Track & Tennis Center
893, Joseph TROJAN,, USA, 1044, 15 JAN 2023,USA,Houston
894, Mauricio FLANDEZ,06 JAN 1984, CHI, 1044, 29 OCT 2023,SUI,Luzern - World Military Championships
894, Mauricio FLANDEZ,06 JAN 1984, CHI, 1044, 01 OCT 2023,CHI,Vina del Mar
894, Mauricio FLANDEZ,06 JAN 1984, CHI, 1044, 30 APR 2023,CHI,Temuco
894, Mauricio FLANDEZ,06 JAN 1984, CHI, 1044, 16 APR 2023,NED,Rotterdam
894, Mauricio FLANDEZ,06 JAN 1984, CHI, 1044, 02 APR 2023,CHI,Vina del Mar
895, Kiprop LIMO,1993, KEN, 1044, 23 APR 2023,SRB,Beograd
896, Ngonidzashe NCUBE,12 JUL 1986, ZIM, 1044, 27 AUG 2023,SRB,Budapest 2023
896, Ngonidzashe NCUBE,12 JUL 1986, ZIM, 1044, 03 JUN 2023,RSA,Gqeberha
897, Ben PAYNE,16 SEP 1981, USA, 1044, 08 OCT 2023,USA,Chicago
897, Ben PAYNE,16 SEP 1981, USA, 1044, 04 SEP 2023,USA,New Haven
897, Ben PAYNE,16 SEP 1981, USA, 1044, 17 JUN 2023,USA,Duluth
898, Simion KAMETO,12 DEC 1998, KEN, 1043, 08 OCT 2023,POR,Lisboa
898, Simion KAMETO,12 DEC 1998, KEN, 1043, 30 APR 2023,MAR,Rabat
899, Nicholas KIPTOO,26 JUN 1994, KEN, 1043, 31 DEC 2023,BRA,São Paulo
899, Nicholas KIPTOO,26 JUN 1994, KEN, 1043, 19 NOV 2023,ESP,San Fernando de Maspalomas
899, Nicholas KIPTOO,26 JUN 1994, KEN, 1043, 11 JUN 2023,RWA,Kigali
900, Krystian ZALEWSKI,11 APR 1989, POL, 1043, 29 OCT 2023,SUI,Luzern - World Military Championships
900, Krystian ZALEWSKI,11 APR 1989, POL, 1043, 07 MAY 2023,CZE,Praha
900, Krystian ZALEWSKI,11 APR 1989, POL, 1043, 16 APR 2023,POL,Poznan
901, Kyoya TSUJINO,30 OCT 1995, JPN, 1043, 07 MAY 2023,CZE,Praha
901, Kyoya TSUJINO,30 OCT 1995, JPN, 1043, 26 FEB 2023,JPN,Osaka
901, Kyoya TSUJINO,30 OCT 1995, JPN, 1043, 29 JAN 2023,JPN,Osaka Half Marathon Course
902, Haruki MASAGO,31 MAR 1999, JPN, 1043, 15 OCT 2023,JPN,Tokyo
902, Haruki MASAGO,31 MAR 1999, JPN, 1043, 29:31.41 ,JPN,24th Chubu Area Corporate Teams Championships
902, Haruki MASAGO,31 MAR 1999, JPN, 1043, 29:39.20 ,JPN,67th Central Japan Corporate Teams Athletics Championships
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 03 DEC 2023,ESP,Valencia
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 15 OCT 2023,NED,Amsterdam
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 24 SEP 2023,POR,Viana do Castelo
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 27 MAY 2023,POR,Estádio Municipal de Lousada
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 28:57.29 ,POR,Meeting Gala Fernanda Ribeiro
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 14 MAY 2023,RUS,Moskva
904, Iskander YADGAROV,02 MAR 1991, RUS, 1042, 22 JAN 2023,POR,Viana do Castelo
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 29:22.30 ,POR,Hachioji Long Distance
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 15 OCT 2023,JPN,Tokyo
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 12 JUL 2023,JPN,Municipal Stadium
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 01 JUL 2023,JPN,Athletics Stadium
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 26 FEB 2023,JPN,Osaka
905, Kosuke TSUJIMURA,16 JAN 1997, JPN, 1042, 12 FEB 2023,JPN,Ishin Me-Life Stadium
906, Samuel KOMON,, KEN, 1042, 03 JUN 2023,RSA,Gqeberha
907, Thijs NIJHUIS,20 SEP 1992, DEN, 1042, 17 SEP 2023,DEN,København - Danish Half Marathon Ch
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 28:43.56 ,DEN,4th Chugoku Corporate Long Distance Challenge
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 27 AUG 2023,JPN,Sapporo
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 28:59.78 ,JPN,Hokuren Distance Challenge - Fukagawa
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 29:16.68 ,JPN,67th Kansai Inter-Corporate Track & Field Championships
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 04 MAY 2023,JPN,Nishishina Athletic Stadium
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 28:42.20 ,JPN,71st Hyogo Relay Carnival
908, Takumi KOMATSU,29 SEP 1994, JPN, 1042, 05 FEB 2023,JPN,Beppu
909, Julian HENINGER,, USA, 1042, 08 OCT 2023,USA,Chicago
909, Julian HENINGER,, USA, 1042, 04 JUN 2023,USA,Mt. Hood Community College
910, Aloyce Felix SIMBU,04 OCT 1999, TAN, 1041, 23 JUL 2023,TAN,Dodoma
911, Guillaume RUEL,12 NOV 1997, FRA, 1041, 26 NOV 2023,FRA,La Rochelle
911, Guillaume RUEL,12 NOV 1997, FRA, 1041, 22 OCT 2023,FRA,Rennes
911, Guillaume RUEL,12 NOV 1997, FRA, 1041, 02 APR 2023,FRA,Paris
911, Guillaume RUEL,12 NOV 1997, FRA, 1041, 19 FEB 2023,ESP,Sevilla
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 19 NOV 2023,ITA,Verona
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 10 SEP 2023,ITA,Pescara
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 26 JUL 2023,273m,Castelbuono - Non-standard distance: 11
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 18 JUN 2023,ITA,Telese Terme
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 14 MAY 2023,ITA,Campo Comunale
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 05 MAY 2023,ITA,Trieste
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 19 MAR 2023,ITA,Roma
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 26 FEB 2023,ITA,Napoli
912, Alessandro GIACOBAZZI,01 FEB 1996, ITA, 1041, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km
913, Mark OLSEN,12 SEP 1995, DEN, 1041, 31 DEC 2023,DEN,Østerbro Stadium
913, Mark OLSEN,12 SEP 1995, DEN, 1041, 03 DEC 2023,ESP,Valencia
913, Mark OLSEN,12 SEP 1995, DEN, 1041, 17 AUG 2023,DEN,Copenhagen
913, Mark OLSEN,12 SEP 1995, DEN, 1041, 14 MAY 2023,DEN,København - Danish Marathon Ch
914, Jesper LUNDBERG,25 APR 1989, SWE, 1040, 17 SEP 2023,DEN,København
914, Jesper LUNDBERG,25 APR 1989, SWE, 1040, 29:38.31 ,DEN,Långlöparnas Kväll
914, Jesper LUNDBERG,25 APR 1989, SWE, 1040, 16 APR 2023,NED,Rotterdam
915, Andrew BOWMAN,07 MAR 1994, USA, 1040, 28 MAY 2023,CAN,Ottawa
916, Benjamin SCHNEIDERMAN,, USA, 1040, 06 OCT 2024,CAN,St. Paul
916, Benjamin SCHNEIDERMAN,, USA, 1040, 04 MAY 2024,USA,Indianapolis
916, Benjamin SCHNEIDERMAN,, USA, 1040, 03 FEB 2024,USA,Orlando
917, Seyoum GOSA,, ETH, 1040, 15 OCT 2023,CHN,Changzhou
917, Seyoum GOSA,, ETH, 1040, 09 APR 2023,CHN,Nanjing
918, Johnny RUTFORD,, USA, 1040, 17 JUN 2023,USA,Duluth
918, Johnny RUTFORD,, USA, 1040, 28 APR 2023,USA,Oregon State Whyte Track and Field Center
918, Johnny RUTFORD,, USA, 1040, 29:36.99 ,USA,Stanford Invitational
918, Johnny RUTFORD,, USA, 1040, 15 JAN 2023,USA,Houston
919, Fernando MORENO,10 FEB 1994, ECU, 1040, 24 SEP 2023,GER,Berlin
920, Eduardo Terrance GARCIA,20 NOV 1992, ISV, 1040, 14 OCT 2023,USA,Valley Cottage
920, Eduardo Terrance GARCIA,20 NOV 1992, ISV, 1040, 04 SEP 2023,USA,New Haven
920, Eduardo Terrance GARCIA,20 NOV 1992, ISV, 1040, 04 MAR 2023,USA,Jacksonville
921, Jacob SHIOHIRA,06 SEP 1996, USA, 1040, 03 DEC 2023,USA,Sacramento
921, Jacob SHIOHIRA,06 SEP 1996, USA, 1040, 14 APR 2023,USA,Cougar Athletic Stadium
922, Halil YASIN,02 APR 1999, TUR, 1039, 05 NOV 2023,TUR,Istanbul - Turkish Marathon Ch
922, Halil YASIN,02 APR 1999, TUR, 1039, 03 SEP 2023,MKD,Bitola
922, Halil YASIN,02 APR 1999, TUR, 1039, 10 JUN 2023,TUR,Atıcılar Atletizm Sahası
922, Halil YASIN,02 APR 1999, TUR, 1039, 16 APR 2023,NED,Rotterdam
922, Halil YASIN,02 APR 1999, TUR, 1039, 19 FEB 2023,ESP,Sevilla
923, Dagnachew MARU,10 JAN 1996, ETH, 1038, 15 OCT 2023,RSA,Cape Town
923, Dagnachew MARU,10 JAN 1996, ETH, 1038, 02 APR 2023,KOR,Daegu
924, Tom ANDERSON,12 JAN 1990, GBR, 1038, 29 OCT 2023,GER,Frankfurt
924, Tom ANDERSON,12 JAN 1990, GBR, 1038, 22 JUL 2023,USA,Los Angeles
924, Tom ANDERSON,12 JAN 1990, GBR, 1038, 04 JUN 2023,USA,Mt. Hood Community College
924, Tom ANDERSON,12 JAN 1990, GBR, 1038, 06 MAY 2023,USA,Hilmer Lodge Stadium
924, Tom ANDERSON,12 JAN 1990, GBR, 1038, 19 FEB 2023,ESP,Sevilla
925, Rodgers GESABWA,14 OCT 1987, KEN, 1038, 10 DEC 2023,MEX,Monterrey
925, Rodgers GESABWA,14 OCT 1987, KEN, 1038, 22 OCT 2023,MEX,Juárez
925, Rodgers GESABWA,14 OCT 1987, KEN, 1038, 03 SEP 2023,MEX,Guadalajara
925, Rodgers GESABWA,14 OCT 1987, KEN, 1038, 27 AUG 2023,MEX,Ciudad de México
926, Tatsuro OYAZAKI,03 JAN 1996, JPN, 1037, 03 DEC 2023,JPN,Fukuoka
926, Tatsuro OYAZAKI,03 JAN 1996, JPN, 1037, 21 MAY 2023,JPN,Kanseki Stadium
926, Tatsuro OYAZAKI,03 JAN 1996, JPN, 1037, 23 APR 2023,JPN,Nagano
926, Tatsuro OYAZAKI,03 JAN 1996, JPN, 1037, 12 FEB 2023,JPN,Ishin Me-Life Stadium
927, Qi CHAOHAI,29 NOV 1996, CHN, 1037, 17 DEC 2023,CHN,Hangzhou
927, Qi CHAOHAI,29 NOV 1996, CHN, 1037, 29 OCT 2023,CHN,Beijing
927, Qi CHAOHAI,29 NOV 1996, CHN, 1037, 11 JUN 2023,CHN,Jilin
928, Gezaw BEKELE MEGERSSA,13 DEC 1987, ETH, 1036, 31 DEC 2023,CHN,Shenzhen
929, Adam CLARKE,03 APR 1991, GBR, 1036, 24 SEP 2023,GER,Berlin
929, Adam CLARKE,03 APR 1991, GBR, 1036, 03 SEP 2023,GBR,London
929, Adam CLARKE,03 APR 1991, GBR, 1036, 05 MAY 2023,Conegliano,Stadio Narciso Soldan
929, Adam CLARKE,03 APR 1991, GBR, 1036, 23 APR 2023,GBR,London
930, Yue HONG,08 APR 1997, CHN, 1036, 15 OCT 2023,CHN,Changzhou
930, Yue HONG,08 APR 1997, CHN, 1036, 24 SEP 2023,CHN,Hengshui
930, Yue HONG,08 APR 1997, CHN, 1036, 11 JUN 2023,CHN,Lanzhou
930, Yue HONG,08 APR 1997, CHN, 1036, 21 MAY 2023,CHN,Taiyuan
930, Yue HONG,08 APR 1997, CHN, 1036, 02 APR 2023,CHN,Xiamen
930, Yue HONG,08 APR 1997, CHN, 1036, 19 MAR 2023,CHN,Chongqing
930, Yue HONG,08 APR 1997, CHN, 1036, 12 MAR 2023,CHN,Meishan
931, Aaron GRÜN,, AUT, 1036, 14 OCT 2023,USA,Valley Cottage
931, Aaron GRÜN,, AUT, 1036, 17 JUN 2023,USA,Duluth
931, Aaron GRÜN,, AUT, 1036, 17 APR 2023,USA,Boston
932, Alberto PUYUELO,05 SEP 1986, ESP, 1036, 16 APR 2023,ESP,Zaragoza - Spanish Marathon Ch
932, Alberto PUYUELO,05 SEP 1986, ESP, 1036, 02 APR 2023,ESP,Les Galletas
933, Takayasu HASHIZUME,14 DEC 1990, JPN, 1036, 29:16.52 ,ESP,71st All Japan Corporate Teams Athletics Championships
933, Takayasu HASHIZUME,14 DEC 1990, JPN, 1036, 12 JUL 2023,JPN,Municipal Stadium
933, Takayasu HASHIZUME,14 DEC 1990, JPN, 1036, 29:26.01 ,JPN,67th Kansai Inter-Corporate Track & Field Championships
933, Takayasu HASHIZUME,14 DEC 1990, JPN, 1036, 23 APR 2023,JPN,Gifu
933, Takayasu HASHIZUME,14 DEC 1990, JPN, 1036, 12 FEB 2023,JPN,Ishin Me-Life Stadium
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 06 DEC 2023,AUS,WA Athletics Stadium
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 08 OCT 2023,AUS,Perth
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 17 SEP 2023,AUS,presented by Asics
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 13 AUG 2023,AUS,Alexandra Headland
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 02 JUL 2023,AUS,Gold Coast - Oceania Marathon Championships
934, Dean MENZIES,04 FEB 1988, AUS, 1036, 26 FEB 2023,JPN,Osaka
935, Tyler SICKLER,, USA, 1036, 14 OCT 2023,USA,Valley Cottage
935, Tyler SICKLER,, USA, 1036, 17 JUN 2023,USA,Duluth
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 03 DEC 2023,ESP,Valencia
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 01 OCT 2023,NED,Breda
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 07 JUL 2023,Utrecht,Atletiekbaan Maarschalkerweerd
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 18 MAY 2023,NED,Vughtse Sports Club Prins Hendrik
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 16 APR 2023,NED,Rotterdam - Dutch Marathon Ch
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 12 MAR 2023,NED,Den Haag
936, Maarten HINDRIKS,12 APR 1995, NED, 1036, 12 FEB 2023,NED,Schoorl
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 26 NOV 2023,CHN,Shaoxing
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 29 OCT 2023,CHN,Beijing
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 24 SEP 2023,CHN,Hengshui
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 17 SEP 2023,CHN,Shenyang
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 16 APR 2023,CHN,Shanghai
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 02 APR 2023,CHN,Shijiazhuang
937, Xiaoyang SUN,11 FEB 1993, CHN, 1035, 19 MAR 2023,CHN,Chongqing
938, Tyler JERMANN,19 AUG 1992, USA, 1035, 08 OCT 2023,USA,Chicago
938, Tyler JERMANN,19 AUG 1992, USA, 1035, 17 JUN 2023,USA,Duluth
938, Tyler JERMANN,19 AUG 1992, USA, 1035, 02 APR 2023,USA,Washington Monument Grounds
938, Tyler JERMANN,19 AUG 1992, USA, 1035, 26 FEB 2023,USA,Fort Worth
939, Panagiotis KARAISKOS,16 DEC 1988, GRE, 1035, 12 NOV 2023,GRE,Athina - Greek Marathon Ch
939, Panagiotis KARAISKOS,16 DEC 1988, GRE, 1035, 07 MAY 2023,CZE,Praha
939, Panagiotis KARAISKOS,16 DEC 1988, GRE, 1035, 19 MAR 2023,GRE,Syntagma Square
940, Geoffrey KENISI,1987, KEN, 1035, 10 DEC 2023,MEX,Mexicali
940, Geoffrey KENISI,1987, KEN, 1035, 26 NOV 2023,MEX,Puebla
940, Geoffrey KENISI,1987, KEN, 1035, 19 NOV 2023,MEX,Monterrey
940, Geoffrey KENISI,1987, KEN, 1035, 22 OCT 2023,MEX,Juárez
940, Geoffrey KENISI,1987, KEN, 1035, 26 MAR 2023,MEX,Zapopán
941, Eric Kiprono KIPTANUI,19 APR 1990, KEN, 1034, 11 JUN 2023,RWA,Kigali
942, Elijah TIROP,23 DEC 1992, KEN, 1034, 31 DEC 2023,CHN,Shenzhen
942, Elijah TIROP,23 DEC 1992, KEN, 1034, 18 NOV 2023,CHN,Xichang
942, Elijah TIROP,23 DEC 1992, KEN, 1034, 22 APR 2023,CHN,Qingdao
943, Ross BRADEN,17 JUN 1993, GBR, 1034, 15 OCT 2023,NED,Amsterdam
943, Ross BRADEN,17 JUN 1993, GBR, 1034, 23 APR 2023,GBR,London
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 29 OCT 2023,CHN,Beijing
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 22 OCT 2023,CHN,Dongying
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 14 AUG 2023,CHN,Athletics Field of Anhui Vocational and Technical College
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 12 AUG 2023,CHN,Athletics Field of Anhui Vocational and Technical College
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 11 JUN 2023,CHN,Jilin
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 16 APR 2023,CHN,Shanghai
944, Zhihao ZHANG,22 FEB 2000, CHN, 1034, 12 MAR 2023,CHN,Meishan
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 03 DEC 2023,ESP,Valencia
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 24 SEP 2023,GER,Berlin
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 23 APR 2023,GER,Hamburg
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 18 FEB 2023,AUS,Bathurst
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 12 FEB 2023,HKG,Hong Kong
945, Wan Chun WONG,13 FEB 1996, HKG, 1034, 08 JAN 2023,AUS,Cadbury Estate
946, Alex BURKS,, USA, 1034, 03 FEB 2024,USA,Orlando
947, Daniel HAMILTON,28 JUL 1991, GBR, 1034, 15 OCT 2023,NED,Amsterdam
948, Zhengyou SHA,04 SEP 1996, CHN, 1034, 03 DEC 2023,CHN,Shenzhen
948, Zhengyou SHA,04 SEP 1996, CHN, 1034, 18 NOV 2023,CHN,Xichang
948, Zhengyou SHA,04 SEP 1996, CHN, 1034, 29 OCT 2023,CHN,Beijing
948, Zhengyou SHA,04 SEP 1996, CHN, 1034, 22 APR 2023,CHN,Qingdao
948, Zhengyou SHA,04 SEP 1996, CHN, 1034, 12 MAR 2023,CHN,Meishan
949, Joaquin ARBE,25 AUG 1990, ARG, 1033, 03 DEC 2023,ESP,Valencia
949, Joaquin ARBE,25 AUG 1990, ARG, 1033, 05 NOV 2023,ARG,San Isidro
949, Joaquin ARBE,25 AUG 1990, ARG, 1033, 05 NOV 2023,ARG,San Isidro
949, Joaquin ARBE,25 AUG 1990, ARG, 1033, 27 AUG 2023,Hősök tere,Budapest 2023
950, Augustino Paulo SULLE,13 OCT 1997, TAN, 1033, 23 JUL 2023,TAN,Dodoma
950, Augustino Paulo SULLE,13 OCT 1997, TAN, 1033, 02 APR 2023,ITA,Milano
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 29:32.57 ,ITA,Autumn Distance Challenge
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 30:28.95 ,ITA,92nd Japan Inter-University Athletics Championships
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 27 AUG 2023,JPN,Sapporo
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 14 MAY 2023,JPN,Gion Stadium
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 12 MAY 2023,JPN,Gion Stadium
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 29:14.46 ,JPN,102nd Kanto Inter-University Track & Field Championships
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 04 MAY 2023,JPN,Nishishina Athletic Stadium
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 23 APR 2023,JPN,Edogawa Stadium
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 02 APR 2023,JPN,National Stadium
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 19 FEB 2023,JPN,Kumamoto
951, Hiroaki FURUKAWA,09 OCT 1995, JPN, 1033, 29 JAN 2023,JPN,Osaka Half Marathon Course
952, Artur BOSSY,30 APR 1994, ESP, 1033, 31 DEC 2023,ESP,Barcelona
952, Artur BOSSY,30 APR 1994, ESP, 1033, 22 JUN 2023,ESP,Estadio Ciudad de Málaga
952, Artur BOSSY,30 APR 1994, ESP, 1033, 14 MAY 2023,ESP,Santander
952, Artur BOSSY,30 APR 1994, ESP, 1033, 29 APR 2023,ESP,Gijón
952, Artur BOSSY,30 APR 1994, ESP, 1033, DNF ,Pista Los Silos,Trofeo Iberico
952, Artur BOSSY,30 APR 1994, ESP, 1033, 11 MAR 2023,ESP,Laredo
952, Artur BOSSY,30 APR 1994, ESP, 1033, 05 FEB 2023,ESP,Granollers
953, Mengiste ASREN,03 JAN 2001, ETH, 1033, 19 MAR 2023,CHN,Chongqing
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 19 NOV 2023,CHN,Hefei
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 24 SEP 2023,CHN,Hengshui
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 21 JUL 2023,Quzhou,Sports Center
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 16 JUL 2023,CHN,Liupanshui
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 27 JUN 2023,Shenyang,Olympic Center
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 31:59.54 ,Shenyang,4th National Grand Prix
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 02 JUN 2023,CHN,Jiangjin Stadium
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, DNF ,Zhaoqing Sports Center,1st National Grand Prix
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 21 APR 2023,CHN,Zhaoqing Sports Center
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 32:27.51 ,CHN,Southwest China Regional Invitation Meeting
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 07 APR 2023,CHN,Sichuan Xipu Training Base
954, Zhongrui GUO,14 OCT 1999, CHN, 1032, 18 FEB 2023,AUS,Bathurst
