Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List
2070,Lucas BRUCHET,23 FEB 1991,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,881,Marathon [Half Marathon]
2071,Kentaro FUJIWARA,20 SEP 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,881,Marathon
2072,Nikolaj BENZON,12 MAY 1997,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,880,Marathon [Half Marathon]
2073,Thiago DOS SANTOS,26 SEP 1999,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,880,Marathon
2074,Francisco Jose GARCÍA,14 JAN 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,880,Marathon
2075,Yohan LIDOVE,1998,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,880,Marathon [Half Marathon]
2076,Seung-ho LEE,07 DEC 2000,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,880,Marathon [Half Marathon]
2077,Michael DESPLANQUES,04 MAR 1984,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,880,Marathon [Half Marathon]
2078,George DEGEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,880,Marathon
2079,Alberto BUENO,26 JUN 1991,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,880,Marathon
2080,Gabriel ALVES,06 JAN 1997,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,880,Marathon [Half Marathon]
2081,Yuto HIGASHIMOTO,22 JAN 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,880,Marathon
2082,Jose Renato SILVA,07 DEC 1992,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,879,Marathon
2083,Carlos NIETO,02 MAY 1984,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,879,Marathon [Half Marathon]
2084,Diego POLO,21 JUL 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,879,Marathon [Half Marathon]
2085,Aaron SIM,27 OCT 1989,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,879,Marathon
2086,Mingcheng WANG,18 AUG 1998,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,879,Marathon
2087,Wenbo ZENG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,879,Marathon
2088,Anthonin IRAGNE,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,878,Marathon [Half Marathon]
2089,José ESPANA,05 MAY 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,878,Marathon [Half Marathon]
2090,Timo GÖHLER,06 FEB 1990,GER,https://media.aws.iaaf.org/Flags/GER.gif,878,Marathon [Half Marathon]
2091,Markus LEMP,1990,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,878,Marathon
2092,Leonardo CHACON,,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,878,Marathon
2093,Jordi SECO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,878,Marathon
2094,Fan ZHOU,07 AUG 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,878,Marathon
2095,Honghao LI,12 JUN 1995,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,878,Marathon
2096,Sang-min LEE,03 JAN 1992,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,878,Marathon
2096,Ryota IWASAKI,25 APR 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,878,Marathon [Half Marathon]
2098,Wojciech KOPEĆ,30 MAY 1986,POL,https://media.aws.iaaf.org/Flags/POL.gif,878,Marathon
2098,Jadyn ASAY,27 JUL 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,878,Marathon
2100,Yoshiya SAKAGAMI,18 SEP 1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,878,Marathon
2101,Andre COSTA,10 JUN 1990,POR,https://media.aws.iaaf.org/Flags/POR.gif,877,Marathon [Half Marathon]
2102,Michael DALY,07 SEP 1985,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,877,Marathon [Half Marathon]
2103,Geart JORRITSMA,03 MAY 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,877,Marathon [Half Marathon]
2104,Chiharu KUZUKUBO,29 NOV 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,877,Marathon [30km Road]
2105,Michael DANIELCZUK,16 SEP 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,877,Marathon
2106,Jonathan GODFROID,1986,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,877,Marathon [Half Marathon]
2106,Bruno LOURENÇO,20 JAN 1989,POR,https://media.aws.iaaf.org/Flags/POR.gif,877,Marathon [Half Marathon]
2108,Daiki OKABE,07 AUG 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,877,Marathon [Half Marathon]
2108,Yunfeng ZHU,18 AUG 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,877,Marathon
2110,Ananius MASILA,06 AUG 1990,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,877,Marathon [Half Marathon]
2111,Robert UNGER,1983,GER,https://media.aws.iaaf.org/Flags/GER.gif,877,Marathon
2112,Masaya ICHIGE,24 OCT 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,877,Marathon
2113,Antoine RONDOT,04 SEP 1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,876,Marathon [Half Marathon]
2114,Cody SEDBROOK,,USA,https://media.aws.iaaf.org/Flags/USA.gif,876,Marathon [Half Marathon]
2115,Anders GRAHL,13 JAN 1987,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,876,Marathon [Half Marathon]
2116,Gavin GLAZA,12 AUG 2000,USA,https://media.aws.iaaf.org/Flags/USA.gif,876,Marathon [Half Marathon]
2117,Øyvind MOEN,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,876,Marathon [Half Marathon]
2118,Simon KÜHN,1986,GER,https://media.aws.iaaf.org/Flags/GER.gif,876,Marathon
2119,Myron SPOOR,,NED,https://media.aws.iaaf.org/Flags/NED.gif,876,Marathon
2120,Hisaki YAJIMA,18 MAY 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,876,Marathon
2121,Oliver LANDEO,,PER,https://media.aws.iaaf.org/Flags/PER.gif,876,Marathon
2122,Gerard GARROTE,02 JUL 1987,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,876,Marathon
2123,Hannes PIFFKO,1984,GER,https://media.aws.iaaf.org/Flags/GER.gif,876,Marathon
2124,Logan BROADBENT,,USA,https://media.aws.iaaf.org/Flags/USA.gif,876,Marathon
2125,Mateusz KALUZA,,POL,https://media.aws.iaaf.org/Flags/POL.gif,876,Marathon
2126,André PEREIRA,10 AUG 1995,POR,https://media.aws.iaaf.org/Flags/POR.gif,875,Marathon [Half Marathon]
2127,Ben FELTON,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,875,Marathon [Half Marathon]
2128,Quentin BOUVIER,1998,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,875,Marathon [Half Marathon]
2129,Aurelien RENARD,1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,875,Marathon [Half Marathon]
2130,Castronuovo VINNY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,875,Marathon
2131,Stuart SPENCER,11 NOV 1982,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,875,Marathon [Half Marathon]
2132,Johannes PELL,1993,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,874,Marathon [Half Marathon]
2133,Miko DEREJE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,874,Marathon
2134,Niels GRØN,1986,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,874,Marathon [Half Marathon]
2135,Wout CROONEN,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,874,Marathon [Half Marathon]
2136,Yun-sik KIM,15 JAN 2002,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,874,Marathon
2137,George SUTHON,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,874,Marathon [Half Marathon]
2138,Aaron BREENE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,874,Marathon [Half Marathon]
2139,Martin BREKKE,18 JUL 1992,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,874,Marathon [Half Marathon]
2140,Sibusiso MADIKIZELA,13 JUN 1991,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,874,Marathon [Half Marathon]
2141,Gerardo ZARATE,05 MAR 1995,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,874,Marathon
2142,David PROSSER,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,874,Marathon
2143,Reid KOVACS,01 DEC 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,874,Marathon
2144,Juan Carlos ROMERO BERNAL,15 DEC 1977,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,874,Marathon [Half Marathon]
2144,Joe BURGESS,27 DEC 1996,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,874,Marathon [Half Marathon]
2146,Francesco RIZZOTTI,1988,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,874,Marathon
2147,Arne MULDER,20 JUN 1990,NED,https://media.aws.iaaf.org/Flags/NED.gif,874,Marathon
2147,Masayuki ISHIKAWA,14 DEC 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,874,Marathon
2149,Foeke VANBECELAERE,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,874,Marathon [Half Marathon]
2150,Yuji WATANABE,01 DEC 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,874,Marathon
2151,Jerry GREENLAW,1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,873,Marathon
2152,Arnaud VAN VRACEM,1990,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,873,Marathon [Half Marathon]
2153,Chris FRIAS,24 NOV 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,873,Marathon
2154,Martin GARRET,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,873,Marathon
2155,Shigeo TOMITA,15 APR 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,873,Marathon
2156,Craig NELSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,873,Marathon
2157,Siyang GUAN,30 MAR 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,872,Marathon
2158,Ryota MATSUI,22 MAR 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,872,Marathon [30km Road]
2159,Tyler OPDYCKE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,872,Marathon
2160,Takahiro KAWASAKI,1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,872,Marathon [Half Marathon]
2161,Akira KAKENO,07 OCT 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,872,Marathon [Half Marathon]
2162,Seiji MATSUSHIMA,05 JAN 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,872,Marathon
2163,Vincenzo MILESI,1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,872,Marathon [Half Marathon]
2164,Christopher GERARD,30 AUG 1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,872,Marathon [Half Marathon]
2165,Luke TERMORSHUIZEN,09 OCT 2000,USA,https://media.aws.iaaf.org/Flags/USA.gif,871,Marathon
2166,Emil KALERED,29 AUG 1988,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,871,Marathon
2167,Pavel LAPUTJOV,25 AUG 1983,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,871,Marathon
2168,Paul SNEHOTTA,1990,GER,https://media.aws.iaaf.org/Flags/GER.gif,871,Marathon [Half Marathon]
2169,Velimir BOJOVIĆ,11 APR 1985,SRB,https://media.aws.iaaf.org/Flags/SRB.gif,871,Marathon [Half Marathon]
2169,Nathan O'CONNOR,31 JAN 2001,USA,https://media.aws.iaaf.org/Flags/USA.gif,871,Marathon [Half Marathon]
2171,Borja BARRAGUÉ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,871,Marathon
2172,Alex MAURO,,USA,https://media.aws.iaaf.org/Flags/USA.gif,871,Marathon
2173,Masayuki NAKAHARA,17 DEC 1980,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,871,Marathon
2174,Edson SOLDEVILLA,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,870,Marathon [Half Marathon]
2175,Steven YOUNGBLOOD,30 NOV 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,870,Marathon
2176,Yan LI,02 FEB 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,870,Marathon [Half Marathon]
2177,Richard PRICE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,870,Marathon [Half Marathon]
2178,Hitoshi KINNO,13 JUN 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,870,Marathon
2179,Markus SCHELLER,,GER,https://media.aws.iaaf.org/Flags/GER.gif,870,Marathon
2180,Tom HOLE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,870,Marathon [Half Marathon]
2181,Guillaume COLLOMBET,09 NOV 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,870,Marathon
2182,Dennis MBELENZI,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,870,Marathon
2183,Lorenzo PERLO,14 APR 1979,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,870,Marathon
2183,John QUIGLEY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,870,Marathon
2185,Stefan BUCK,,NED,https://media.aws.iaaf.org/Flags/NED.gif,870,Marathon
2186,Kensuke ITOU,26 APR 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,870,Marathon
2187,Christian CAPUTTO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,870,Marathon [Half Marathon]
2188,Daan ROBBEN,,NED,https://media.aws.iaaf.org/Flags/NED.gif,870,Marathon
2189,Guohu ZHAO,27 DEC 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,870,Marathon
2190,Juan Ignacio TOLEDO,17 MAY 1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,870,Marathon
2191,Dong-wook KO,04 JAN 2003,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,870,Marathon [Half Marathon]
2192,Kieran WALKER,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,869,Marathon [Half Marathon]
2193,Jantz CLAAS,01 JUN 1985,GER,https://media.aws.iaaf.org/Flags/GER.gif,869,Marathon [Half Marathon]
2194,Charles RODEHEFFER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,869,Marathon [Half Marathon]
2195,Sandro EZETA,09 SEP 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,869,Marathon
2195,Bruno DA ROCHA,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,869,Marathon [Half Marathon]
2197,Gábor JÓZSA,18 AUG 1983,HUN,https://media.aws.iaaf.org/Flags/HUN.gif,869,Marathon
2198,Yamada MIZUHO,07 OCT 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,869,Marathon
2199,Kohei YAMAMOTO,04 MAY 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,869,Marathon
2200,Fabian BORGGREFE,27 DEC 1972,GER,https://media.aws.iaaf.org/Flags/GER.gif,869,Marathon
2200,Sho HAKAMATA,1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,869,Marathon
2202,Lige BAOBI,24 APR 1992,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,868,Marathon
2203,Debele BELDA,12 NOV 1984,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,868,Marathon
2204,Rei SATO,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,868,Marathon [Half Marathon]
2205,Juan Luis GONZALEZ,29 DEC 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,868,Marathon [Half Marathon]
2206,David DUQUESNOY,16 JUL 1977,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,868,Marathon
2207,Siyu SHANG,04 JUN 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,868,Marathon [Half Marathon]
2208,Sebastian IRUSTA,10 FEB 1985,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,868,Marathon [Half Marathon]
2209,Jonathan ROMEO,13 AUG 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,868,Marathon [Half Marathon]
2210,Wim DE MAEYER,26 FEB 1978,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,868,Marathon
2211,Masashi KOBAYASHI,14 NOV 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,868,Marathon
2212,Massimiliano MILANI,22 OCT 1972,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,868,Marathon
2213,Joseph HALE,30 MAR 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,868,Marathon
2213,Evan COOPER,07 MAR 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,868,Marathon
2215,Georg PREMSTALLER,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,868,Marathon
2215,Alexis GRANNEAU,1998,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,868,Marathon [Half Marathon]
2217,Zhe WANG,29 AUG 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,867,Marathon [Half Marathon]
2218,Hillary KIPCHUMBA,1985,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,867,Marathon
2219,Aurelio SANCHEZ,,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,867,Marathon [Half Marathon]
2220,Đuro BORBELJ,16 MAY 1995,SRB,https://media.aws.iaaf.org/Flags/SRB.gif,867,Marathon [Half Marathon]
2221,Yibunayinmu MUSI,19 MAR 1992,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,867,Marathon [Half Marathon]
2222,Boris REIN,05 DEC 1988,GER,https://media.aws.iaaf.org/Flags/GER.gif,867,Marathon
2223,Petr HOŠNA,26 JAN 1994,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,867,Marathon [Half Marathon]
2224,Romain LECAPLAIN,1992,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,867,Marathon [Half Marathon]
2225,Tomas LUNA DOMINGUEZ,09 MAR 1975,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,867,Marathon [Half Marathon]
2226,Simon RIO,06 OCT 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,867,Marathon [Half Marathon]
2227,Loïc LEMAITRE,25 APR 1987,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,867,Marathon [Half Marathon]
2228,Sean O’REILLY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,867,Marathon
2229,Mark ANDERSEN,16 JUL 1997,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,867,Marathon [Half Marathon]
2230,Juan GIMENO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,867,Marathon [Half Marathon]
2231,Ryan CRAMERI,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,867,Marathon
2232,Tomoya OTA,03 JUL 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,867,Marathon
2233,Nixon FERNANDES,1980,NED,https://media.aws.iaaf.org/Flags/NED.gif,867,Marathon
2234,Fritz KOCH,1991,GER,https://media.aws.iaaf.org/Flags/GER.gif,867,Marathon
2235,Tomáš EDLMAN,26 SEP 1990,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,866,Marathon [Half Marathon]
2236,Conal MCCAMBRIDGE,07 JUL 1996,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,866,Marathon [Half Marathon]
2237,Kai WONG,24 SEP 1995,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,866,Marathon
2238,Yujia SHEN,02 FEB 1987,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,866,Marathon [Half Marathon]
2239,Marius IONESCU,18 DEC 1984,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,866,Marathon [Half Marathon]
2240,Salvatore FRANZESE,05 MAY 1991,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,866,Marathon
2241,James CECIL,12 SEP 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,866,Marathon
2242,Hagen BIERLICH,,GER,https://media.aws.iaaf.org/Flags/GER.gif,866,Marathon [Half Marathon]
2243,Federico SANTIBAÑEZ,1990,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,866,Marathon
2243,Mats HELLERUD,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,866,Marathon
2245,Hayato NARAZAKI,02 MAR 2002,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,865,Marathon [Half Marathon]
2246,Alex SAEKWO,12 DEC 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,865,Marathon
2247,Brandon DEWAR,13 MAY 1992,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,865,Marathon [Half Marathon]
2248,Lai XIAOBIN,28 FEB 1998,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,865,Marathon [Half Marathon]
2249,Alexander SÖDERBERG,24 APR 1988,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,865,Marathon
2249,Philippe BESSON,1994,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,865,Marathon
2251,Yuki AONO,1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,865,Marathon
2252,Brian JUSTIE,16 SEP 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,865,Marathon
2253,Kieran PATON,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,865,Marathon [Half Marathon]
2254,Fabrizio MEOLI,1984,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,865,Marathon
2255,Tilahun Amsalu BEYENE,1996,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,864,Marathon
2256,Geoffrey PLISSON,1987,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,864,Marathon [Half Marathon]
2257,Dariusz NOŻYŃSKI,1980,POL,https://media.aws.iaaf.org/Flags/POL.gif,864,Marathon [Half Marathon]
2258,Dimitrios LINARDOS,1992,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,864,Marathon
2259,Jack RAGER,14 MAY 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,864,Marathon
2260,Dan O'KEEFE,1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,864,Marathon [Half Marathon]
2261,Yuki TOMIHARI,10 AUG 1983,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,864,Marathon
2262,Kazuki HINO,03 FEB 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,864,Marathon [Half Marathon]
2263,Tomáš KŘIVOHLÁVEK,24 AUG 1995,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,864,Marathon [Half Marathon]
2264,Sergio HOFFMAN,06 OCT 1981,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,864,Marathon
2265,Takaya MITSUKA,02 AUG 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,864,Marathon
2266,Vilho LOUKKALAHTI,01 AUG 1995,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,864,Marathon [Half Marathon]
2267,Pat HENNESSY,14 DEC 1994,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,864,Marathon
2268,Cheuk Hei WAN,19 JAN 1993,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,864,Marathon
2268,Zacarias SITOE,1994,MOZ,https://media.aws.iaaf.org/Flags/MOZ.gif,864,Marathon [Half Marathon]
2270,Greg FLORES,,USA,https://media.aws.iaaf.org/Flags/USA.gif,864,Marathon [Half Marathon]
2271,Haruki OKAYAMA,09 DEC 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,863,Marathon
2272,Koki YOKOYAMA,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,863,Marathon
2273,Fernando SOUZA,,POR,https://media.aws.iaaf.org/Flags/POR.gif,863,Marathon
2273,Jose NIETO,01 OCT 1978,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,863,Marathon
2275,Andrius JAKSEVICIUS,15 FEB 1981,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,863,Marathon
2276,Carlos BORREDA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,863,Marathon [Half Marathon]
2277,Ander ARRAUSI,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,863,Marathon
2278,Greg PIGEON,1991,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,863,Marathon [Half Marathon]
2279,Gadmiel ESPINOSA,28 JUN 1987,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,863,Marathon [Half Marathon]
2280,Miquel BAS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,863,Marathon [Half Marathon]
2281,Peter LANZINER,18 NOV 1982,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,863,Marathon
2282,Corey MILNER,04 JAN 1985,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,863,Marathon
2283,Koichiro YAMANAKA,27 AUG 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,863,Marathon
2284,Liam COLLINS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,863,Marathon
2285,Nicolas MEUNIER,12 SEP 1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,863,Marathon
2286,Huong Leong TAN,27 JAN 1988,MAS,https://media.aws.iaaf.org/Flags/MAS.gif,862,Marathon
2287,Masashi SANJIKI,06 AUG 1982,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,862,Marathon
2288,Zengli TAN,14 AUG 1989,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,862,Marathon
2289,Lukas KLEY,1992,GER,https://media.aws.iaaf.org/Flags/GER.gif,862,Marathon [Half Marathon]
2290,Daniel Alemayehu BEEDER,08 OCT 1991,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,862,Marathon [Half Marathon]
2291,Piotr PAŁKA,20 JAN 1984,POL,https://media.aws.iaaf.org/Flags/POL.gif,862,Marathon
2292,Xavier MEADE,1992,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,862,Marathon
2293,David MELLY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,861,Marathon
2294,Hicham EL BAROUDI,27 MAR 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,861,Marathon
2295,Hiromasa KUGA,15 JUN 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,861,Marathon [Half Marathon]
2296,Otto LAITINEN,22 MAR 1984,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,861,Marathon [Half Marathon]
2297,Yuto KIMOTO,15 OCT 2001,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,861,Marathon [Half Marathon]
2298,Tadashi KUME,01 APR 1984,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,861,Marathon
2299,Bayden WESTERWELLER,03 MAY 1991,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,861,Marathon
2300,Sheldon WATANABE,03 NOV 2001,USA,https://media.aws.iaaf.org/Flags/USA.gif,861,Marathon
2301,Jason HUNT,21 NOV 1995,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,861,Marathon [Half Marathon]
2302,Yuho TANAKA,16 AUG 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,861,Marathon
2303,Javier ROSADO SANZ,30 JAN 1993,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,861,Marathon [Half Marathon]
2304,Maikel STOLWIJK,1983,NED,https://media.aws.iaaf.org/Flags/NED.gif,861,Marathon
2305,Pierre DANELAK,1987,GER,https://media.aws.iaaf.org/Flags/GER.gif,861,Marathon
2306,Manuel Jesus BURGOS,03 NOV 1978,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,860,Marathon [Half Marathon]
