Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
1717,Abdoullah BAMOUSSA,08 JUN 1986,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,916,Marathon [Half Marathon],/athletes/italy/abdoullah-bamoussa-14333849
1718,Erqing WU,10 JUN 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,916,Marathon,/athletes/pr-of-china/erqing-wu-014963420
1719,Juan Alberto MENA,23 MAR 1986,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,916,Marathon [Half Marathon],/athletes/mexico/juan-alberto-mena-014576917
1720,Shideng XIAO,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,916,Marathon,/athletes/pr-of-china/shideng-xiao-15054251
1721,Mustafa MOHAMED,01 MAR 1979,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,916,Marathon [Half Marathon],/athletes/sweden/mustafa-mohamed-014227863
1722,Michael DE PAULA,18 OCT 1989,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,916,Marathon,/athletes/brazil/michael-de-paula-014764250
1723,Stefan Iulius GAVRIL,17 JUL 1989,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,916,Marathon [Half Marathon],/athletes/romania/stefan-iulius-gavril-014701316
1724,Fabien PONDAVEN,24 NOV 1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,916,Marathon [Half Marathon],/athletes/france/fabien-pondaven-014860348
1725,Guus REIJNGOUD,19 APR 1988,NED,https://media.aws.iaaf.org/Flags/NED.gif,916,Marathon,/athletes/netherlands/guus-reijngoud-014378176
1726,Konstantinos STAMOULIS,13 NOV 1997,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,916,Marathon [Half Marathon],/athletes/greece/konstantinos-stamoulis-014686526
1727,Ryo MATSUSHITA,26 FEB 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,916,Marathon,/athletes/japan/ryo-matsushita-15041020
1728,Matt RAND,,USA,https://media.aws.iaaf.org/Flags/USA.gif,915,Marathon,/athletes/united-states/matt-rand-014410959
1729,Egidijus ADOMKAITIS,19 FEB 1987,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,915,Marathon [Half Marathon],/athletes/lithuania/egidijus-adomkaitis-014742362
1730,Eliezer DE JESUS,27 OCT 1974,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,915,Marathon,/athletes/brazil/eliezer-de-jesus-14374869
1731,Jean-pierre ANE,1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,915,Marathon,/athletes/france/jean-pierre-ane-014840014
1732,Diego Sebastián BALMACEDA,20 JUN 1985,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,915,Marathon [Half Marathon],/athletes/argentina/diego-sebastian-balmaceda-014381952
1733,Bryant KEIRNS,10 SEP 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,915,Marathon,/athletes/united-states/bryant-keirns-14571382
1734,Naoki KAMACHI,25 MAY 1984,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,915,Marathon,/athletes/japan/naoki-kamachi-14819707
1734,Brett HAFFNER,23 SEP 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,915,Marathon,/athletes/united-states/brett-haffner-14540988
1736,Mathieu VAN OVEREEM,19 MAY 1989,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,915,Marathon,/athletes/belgium/mathieu-van-overeem-14921829
1737,Javier DÍAZ,17 APR 1976,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,915,Marathon [Half Marathon],/athletes/spain/javier-diaz-014166734
1738,Michael FERGUSON,18 MAR 1995,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,915,Marathon [Half Marathon],/athletes/great-britain-ni/michael-ferguson-014533466
1739,Marco TURI,25 JUL 1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,914,Marathon [Half Marathon],/athletes/france/marco-turi-014922343
1740,Garret EHLERS,29 OCT 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,914,Marathon,/athletes/united-states/garret-ehlers-14462932
1741,Jan STELZNER,1987,GER,https://media.aws.iaaf.org/Flags/GER.gif,914,Marathon,/athletes/germany/jan-stelzner-15082794
1742,Magnus WINTHER WARVIK,29 APR 1994,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,914,Marathon [Half Marathon],/athletes/norway/magnus-winther-warvik-014844254
1743,Trevor WYSONG,23 NOV 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,914,Marathon,/athletes/united-states/trevor-wysong-14797610
1744,Niklas WIBERG,27 FEB 1994,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,914,Marathon [Half Marathon],/athletes/sweden/niklas-wiberg-15119722
1745,Michael LEDERHOUSE,09 JAN 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,914,Marathon,/athletes/united-states/michael-lederhouse-014574427
1746,Harshad R. MAHATARE,09 AUG 1997,IND,https://media.aws.iaaf.org/Flags/IND.gif,914,Marathon,/athletes/india/harshad-r-mahatare-014661423
1747,Thys DE JONG,,NED,https://media.aws.iaaf.org/Flags/NED.gif,914,Marathon,/athletes/netherlands/thys-de-jong-15002828
1748,Yu NISHIYAMA,18 FEB 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,913,Marathon,/athletes/japan/yu-nishiyama-14971573
1749,James DONALD,18 NOV 1998,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,913,Marathon [Half Marathon],/athletes/great-britain-ni/james-donald-014735710
1750,Roger SANS,13 MAR 1995,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,913,Marathon [Half Marathon],/athletes/spain/roger-sans-014651858
1751,Luis Miguel SÁNCHEZ,16 JAN 1985,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,913,Marathon [Half Marathon],/athletes/spain/luis-miguel-sanchez-014569545
1752,Alexander WALLACE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,913,Marathon,/athletes/great-britain-ni/alexander-wallace-014945128
1753,Antonio MARTÍNEZ,03 JAN 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,913,Marathon [Half Marathon],/athletes/spain/antonio-martinez-014328975
1754,Diego AVON,04 MAY 1985,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,913,Marathon,/athletes/italy/diego-avon-014329396
1755,Mathias EWENDER,1981,GER,https://media.aws.iaaf.org/Flags/GER.gif,913,Marathon,/athletes/germany/mathias-ewender-014192019
1756,Abel CASALI CARVAJAL,30 DEC 1990,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,913,Marathon [Half Marathon],/athletes/spain/abel-casali-carvajal-014449643
1757,Michael FOX,15 AUG 1986,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,913,Marathon,/athletes/ireland/michael-fox-14512473
1758,François CHALUS,1995,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,913,Marathon,/athletes/switzerland/francois-chalus-15002358
1759,Matthew NEUMANN,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,913,Marathon,/athletes/canada/matthew-neumann-15092020
1760,Rodgers MAIYO,03 SEP 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,912,Marathon [Half Marathon],/athletes/kenya/rodgers-maiyo-014720218
1761,Yuji ONODA,03 SEP 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,912,Marathon [Half Marathon],/athletes/japan/yuji-onoda-014740614
1762,Dae-jin LEE,16 SEP 1995,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,912,Marathon [Half Marathon],/athletes/korea/dae-jin-lee-014825718
1763,Ethan CANNON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,912,Marathon [Half Marathon],/athletes/united-states/ethan-cannon-14865712
1764,Lucien EPINEY,1981,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,912,Marathon,/athletes/switzerland/lucien-epiney-014383096
1765,Jiale CUI,20 JAN 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,912,Marathon,/athletes/pr-of-china/jiale-cui-14837542
1766,Raymond HYNES,06 APR 1982,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,912,Marathon,/athletes/ireland/raymond-hynes-014439625
1767,Koji NISHIKI,18 JUL 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,912,Marathon,/athletes/japan/koji-nishiki-15014058
1767,Arnaud FRANCIONI,1995,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,912,Marathon,/athletes/canada/arnaud-francioni-014909006
1769,Haobo MA,28 APR 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,911,Marathon,/athletes/pr-of-china/haobo-ma-014754428
1770,Antonio David JIMÉNEZ,18 FEB 1977,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,911,Marathon [Half Marathon],/athletes/spain/antonio-david-jimenez-014166106
1771,Timothy O'DONOGHUE,03 MAY 1986,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,911,Marathon [Half Marathon],/athletes/ireland/timothy-odonoghue-14596811
1772,Michael PINELA,01 DEC 1990,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,911,Marathon [Half Marathon],/athletes/chile/michael-pinela-14889588
1773,Tim BRYANT,05 AUG 1981,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,911,Marathon,/athletes/australia/tim-bryant-14758470
1774,Javier PÉREZ,26 MAR 1988,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,911,Marathon,/athletes/spain/javier-perez-15005380
1775,Lingdi SUN,09 JUL 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,910,Marathon,/athletes/pr-of-china/lingdi-sun-014812656
1776,Nicolas ZALEJSKI,07 MAR 1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,910,Marathon,/athletes/france/nicolas-zalejski-014840015
1777,Katsuhiro ANAI,09 SEP 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,910,Marathon,/athletes/japan/katsuhiro-anai-14828485
1778,Elias GEMPERLI,18 AUG 1995,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,910,Marathon,/athletes/switzerland/elias-gemperli-014542050
1779,Jose Felix SANCHEZ,05 AUG 1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,910,Marathon [Half Marathon],/athletes/argentina/jose-felix-sanchez-14501515
1780,Christopher MASON,20 AUG 1983,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,910,Marathon,/athletes/great-britain-ni/christopher-mason-14962917
1781,Beyene TSEGAYE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,910,Marathon,/athletes/ethiopia/beyene-tsegaye-15108796
1782,William STRANGEWAY,06 MAR 1986,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,909,Marathon,/athletes/great-britain-ni/william-strangeway-14378280
1783,Adane WELETAW,08 FEB 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,909,Marathon,/athletes/ethiopia/adane-weletaw-14693562
1784,Landon WOOLLARD,07 NOV 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,909,Marathon,/athletes/united-states/landon-woollard-14694872
1785,Matic MODIC,1987,SLO,https://media.aws.iaaf.org/Flags/SLO.gif,909,Marathon,/athletes/slovenia/matic-modic-014860706
1786,Rui Yong SOH,06 AUG 1991,SGP,https://media.aws.iaaf.org/Flags/SGP.gif,909,Marathon [Half Marathon],/athletes/singapore/rui-yong-soh-14546879
1787,Leonard Albert MITRICA,12 NOV 1995,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,909,Marathon [Half Marathon],/athletes/romania/leonard-albert-mitrica-14920234
1788,Daniel GRACIA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,909,Marathon,/athletes/spain/daniel-gracia-15050211
1789,Raphael MAGALHAES,1994,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,909,Marathon,/athletes/brazil/raphael-magalhaes-014651210
1790,Nicholas YANEK,22 MAY 2000,USA,https://media.aws.iaaf.org/Flags/USA.gif,908,Marathon,/athletes/united-states/nicholas-yanek-014801871
1791,Elyassini EL MEHDI,,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,908,Marathon,/athletes/morocco/elyassini-el-mehdi-15033203
1792,Zhen Hua MU,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,908,Marathon,/athletes/pr-of-china/zhen-hua-mu-014618334
1793,Aleksandr KUSTOV,05 NOV 1996,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,908,Marathon [Half Marathon],/athletes/russia/aleksandr-kustov-014681540
1794,Maxime LOTIGIE,1999,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,908,Marathon [Half Marathon],/athletes/france/maxime-lotigie-15002350
1795,Masayuki MIYAZAWA,03 MAY 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,908,Marathon,/athletes/japan/masayuki-miyazawa-14884430
1796,Georgios MINOS,12 JAN 1988,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,907,Marathon [Half Marathon],/athletes/greece/georgios-minos-014802200
1797,Xavier TOMASA,01 DEC 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,907,Marathon [Half Marathon],/athletes/spain/xavier-tomasa-014831693
1798,Francesc CARMONA PARADA,02 NOV 1984,AND,https://media.aws.iaaf.org/Flags/AND.gif,907,Marathon [Half Marathon],/athletes/andorra/francesc-carmona-parada-14831368
1799,Conor MCCAULEY,1983,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,907,Marathon,/athletes/ireland/conor-mccauley-14764093
1800,Michael JENSEN,06 JUL 1987,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,907,Marathon [Half Marathon],/athletes/denmark/michael-jensen-14961433
1801,Chris BALESTRINI,22 FEB 1992,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,907,Marathon,/athletes/canada/chris-balestrini-14731276
1802,Thabiso MOSEKILI,09 MAY 1988,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,907,Marathon [Half Marathon],/athletes/south-africa/thabiso-mosekili-14913269
1803,Kyohei YOSHIDOMI,09 JUL 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,907,Marathon,/athletes/japan/kyohei-yoshidomi-15001885
1804,Julian STEENMAN,1995,NED,https://media.aws.iaaf.org/Flags/NED.gif,907,Marathon,/athletes/netherlands/julian-steenman-15070370
1805,Adrian BEER,31 MAY 1990,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,907,Marathon,/athletes/australia/adrian-beer-15041427
1806,Jinfa ZHANG,15 MAY 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,907,Marathon [Half Marathon],/athletes/pr-of-china/jinfa-zhang-014913512
1807,Gen SAWAI,22 JAN 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,907,Marathon,/athletes/japan/gen-sawai-14922309
1808,Richard BÄCKSTRÖM,05 MAY 1981,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,907,Marathon,/athletes/sweden/richard-backstrom-014951570
1809,Giorgos TOFI,27 OCT 1991,CYP,https://media.aws.iaaf.org/Flags/CYP.gif,907,Marathon,/athletes/cyprus/giorgos-tofi-15024444
1810,Otmane MENBAR,05 FEB 1992,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,906,Marathon [Half Marathon],/athletes/morocco/otmane-menbar-15033172
1811,Andreas LUNDEGÅRD,09 APR 1986,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,906,Marathon,/athletes/sweden/andreas-lundegard-14863077
1812,Henrik ZEFFER,1984,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,906,Marathon,/athletes/sweden/henrik-zeffer-15115170
1813,Gary HEGARTY,07 NOV 1986,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,906,Marathon,/athletes/great-britain-ni/gary-hegarty-14995317
1814,Niels ESMEIJER,1983,NED,https://media.aws.iaaf.org/Flags/NED.gif,906,Marathon,/athletes/netherlands/niels-esmeijer-15002820
1815,Thomas DIALYNAS,22 DEC 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,906,Marathon,/athletes/united-states/thomas-dialynas-14409875
1816,Yusei ITO,13 OCT 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,906,Marathon,/athletes/japan/yusei-ito-014863515
1817,Rolf STEIER,07 JUN 1984,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,906,Marathon [Half Marathon],/athletes/norway/rolf-steier-014252161
1818,Clement D'ANASTASI,1998,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,906,Marathon,/athletes/france/clement-danastasi-15023244
1819,Bingxian CAI,24 SEP 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,905,Marathon,/athletes/pr-of-china/bingxian-cai-14962888
1820,Igor SHAROV,10 JUN 1987,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,905,Marathon [Half Marathon],/athletes/russia/igor-sharov-14995770
1821,Sam GEHA,1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,905,Marathon,/athletes/united-states/sam-geha-014698016
1822,Alex CERVERO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,905,Marathon,/athletes/spain/alex-cervero-15004219
1823,Chris ZUERNER,12 SEP 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,905,Marathon,/athletes/united-states/chris-zuerner-15001462
1824,Tomoaki KOGA,05 JAN 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,905,Marathon,/athletes/japan/tomoaki-koga-15016231
1825,Ben COOK,20 JUN 1994,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,905,Marathon [Half Marathon],/athletes/australia/ben-cook-014621087
1826,Shawn MCBRIDE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,905,Marathon,/athletes/united-states/shawn-mcbride-15111745
1827,Kazuki TAKESHITA,17 SEP 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,904,Marathon,/athletes/japan/kazuki-takeshita-014641816
1828,Joacim LANTZ,30 AUG 1991,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,904,Marathon [Half Marathon],/athletes/sweden/joacim-lantz-14932796
1829,Lars Christian SCHWALM,17 MAY 1997,GER,https://media.aws.iaaf.org/Flags/GER.gif,904,Marathon [Half Marathon],/athletes/germany/lars-christian-schwalm-14930151
1830,Daniel PEDERSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,904,Marathon,/athletes/united-states/daniel-pederson-014779084
1831,Italo GIANCATERINA,1988,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,904,Marathon [Half Marathon],/athletes/italy/italo-giancaterina-15002316
1832,Hiroki YAMADA,19 JUN 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,904,Marathon,/athletes/japan/hiroki-yamada-014972909
1833,Julien DREUX,1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,904,Marathon,/athletes/france/julien-dreux-15055930
1834,Jackson FRIESTH,28 APR 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,904,Marathon,/athletes/united-states/jackson-friesth-14569857
1835,Seiki YAMAMURA,22 AUG 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,904,Marathon,/athletes/japan/seiki-yamamura-14879156
1836,William MISON,15 SEP 1998,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,904,Marathon [Half Marathon],/athletes/australia/william-mison-15109984
1837,Takamasa KAYA,10 APR 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,904,Marathon,/athletes/japan/takamasa-kaya-014744155
1838,Rodrigo MACHADO,21 FEB 1992,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,904,Marathon [Half Marathon],/athletes/chile/rodrigo-machado-14484227
1839,Richard HO,,USA,https://media.aws.iaaf.org/Flags/USA.gif,903,Marathon [Half Marathon],/athletes/united-states/richard-ho-014578976
1840,Roberto Carlos TREJO,05 JUL 1980,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,903,Marathon [Half Marathon],/athletes/spain/roberto-carlos-trejo-014812757
1841,Ismail SSENYANGE,28 NOV 1986,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,903,Marathon [Half Marathon],/athletes/uganda/ismail-ssenyange-14375443
1842,Gerardo HARO,14 DEC 1981,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,903,Marathon [Half Marathon],/athletes/argentina/gerardo-haro-14435732
1843,Tristan HUMBLET,18 AUG 1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,903,Marathon [Half Marathon],/athletes/france/tristan-humblet-014771470
1844,Hiroki KAMADA,08 JUL 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,903,Marathon,/athletes/japan/hiroki-kamada-14493781
1845,Brett LUSTGARTEN,30 NOV 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,902,Marathon [Half Marathon],/athletes/united-states/brett-lustgarten-014612980
1846,Daniel ŻOCHOWSKI,06 JAN 1997,POL,https://media.aws.iaaf.org/Flags/POL.gif,902,Marathon [Half Marathon],/athletes/poland/daniel-zochowski-014585232
1847,Kentaro TERADA,11 JAN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,902,Marathon,/athletes/japan/kentaro-terada-014924933
1848,Nick EARL,22 SEP 1984,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon [Half Marathon],/athletes/great-britain-ni/nick-earl-14483516
1849,Piera Niillas TOBIASSEN,1992,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,902,Marathon [Half Marathon],/athletes/norway/piera-niillas-tobiassen-15110023
1850,Tyler BUTTERFIELD,1983,BER,https://media.aws.iaaf.org/Flags/BER.gif,902,Marathon,/athletes/bermuda/tyler-butterfield-14825367
1851,Simon STÜTZEL,28 NOV 1986,GER,https://media.aws.iaaf.org/Flags/GER.gif,902,Marathon,/athletes/germany/simon-stutzel-014329071
1852,Thomas CHARLES,18 FEB 1984,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon [Half Marathon],/athletes/great-britain-ni/thomas-charles-014951080
1853,Masashi AIBA,03 MAY 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,902,Marathon,/athletes/japan/masashi-aiba-014831584
1854,Peter MACKRELL,09 JAN 1982,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon,/athletes/great-britain-ni/peter-mackrell-014723571
1855,Haidong WU,12 OCT 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,902,Marathon [Half Marathon],/athletes/pr-of-china/haidong-wu-15115704
1856,Hosea KIPKEMBOI,01 OCT 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,901,Marathon [Half Marathon],/athletes/kenya/hosea-kipkemboi-014546302
1857,Joni HIRVIKALLIO,11 SEP 1990,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,901,Marathon [Half Marathon],/athletes/finland/joni-hirvikallio-15026351
1858,John BINZAK,23 MAY 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,901,Marathon [Half Marathon],/athletes/united-states/john-binzak-14857277
1859,Luke TRIMBLE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,901,Marathon,/athletes/united-states/luke-trimble-15113972
1860,Fausto ALONSO,28 SEP 1996,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,901,Marathon [Half Marathon],/athletes/argentina/fausto-alonso-014663398
1861,Giovani DOS SANTOS,01 JUL 1981,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,900,Marathon [Half Marathon],/athletes/brazil/giovani-dos-santos-014333836
1862,Haile BEKUMA,14 MAR 1990,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,900,Marathon [Half Marathon],/athletes/ethiopia/haile-bekuma-014635505
1863,Sora YOSHINO,29 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,900,Marathon,/athletes/japan/sora-yoshino-15068548
1864,Simon BONG,1997,GER,https://media.aws.iaaf.org/Flags/GER.gif,900,Marathon [Half Marathon],/athletes/germany/simon-bong-15109144
1865,Luis QUESADA,,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,900,Marathon,/athletes/costa-rica/luis-quesada-15056022
1866,Kevin LEWIS,10 JUL 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,899,Marathon [Half Marathon],/athletes/united-states/kevin-lewis-014524538
1867,Guangyue REN,22 JUL 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,899,Marathon,/athletes/pr-of-china/guangyue-ren-014892647
1868,Roberto LADEIRAS,1992,POR,https://media.aws.iaaf.org/Flags/POR.gif,899,Marathon [Half Marathon],/athletes/portugal/roberto-ladeiras-014923667
1869,James MAREGU,22 JUL 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,899,Marathon,/athletes/kenya/james-maregu-014446312
