Place,Competitor,DOB,Nationality,Score,Date,res,city,place
1053, Ramazan ÖZDEMIR,06 JUL 1991, TUR, 1013, 30 APR 2023,TUR,Istanbul - Turkish Half Marathon Ch,OC
1054, Reyes ESTÉVEZ,02 AUG 1976, ESP, 1013, 06 APR 2024,ESP,Crevillente,6
1054, Reyes ESTÉVEZ,02 AUG 1976, ESP, 1013, 30 MAR 2024,ESP,Ibiza,132
1054, Reyes ESTÉVEZ,02 AUG 1976, ESP, 1013, 28 JAN 2024,ESP,Sevilla,33
1055, Bowen YANG,26 AUG 1999, CHN, 1013, 29 OCT 2023,CHN,Beijing,11
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 25 NOV 2023,CAN,Ottawa - XC 10.0km,78
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 01 OCT 2023,LAT,Riga,2
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 18 JUN 2023,CAN,Winnipeg,10
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 27 MAY 2023,CAN,Ottawa,8
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 25 MAR 2023,CAN,Rockland Lake State Park,62
1056, Philippe PARROT-MIGAS,12 FEB 1993, CAN, 1012, 18 FEB 2023,AUS,Bathurst,26
1057, Dominic HOCKENBURY,05 OCT 1997, USA, 1012, 14 OCT 2023,USA,Valley Cottage,35
1057, Dominic HOCKENBURY,05 OCT 1997, USA, 1012, 25 MAR 2023,USA,Rockland Lake State Park,23
1057, Dominic HOCKENBURY,05 OCT 1997, USA, 1012, 11 FEB 2023,USA,Boston Univ. Track & Tennis Center,23
1058, Colin MARTIN,, USA, 1012, 17 JUN 2023,USA,Duluth,UNC
1058, Colin MARTIN,, USA, 1012, 07 MAY 2023,USA,Pittsburgh,11
1058, Colin MARTIN,, USA, 1012, 25 MAR 2023,USA,Rockland Lake State Park,11
1059, Takehiko GYOBA,23 MAY 1985, JPN, 1012, 19 NOV 2023,JPN,Kobe,3
1059, Takehiko GYOBA,23 MAY 1985, JPN, 1012, 19 MAR 2023,JPN,Tokushima,107
1059, Takehiko GYOBA,23 MAY 1985, JPN, 1012, 26 FEB 2023,JPN,Osaka,11
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 03 DEC 2023,SUI,Genève - Non-standard distance 7.323,6
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 29 OCT 2023,FRA,Cassis,13
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 08 OCT 2023,FRA,Paris,55
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 24 SEP 2023,GER,Berlin,2
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 11 JUN 2023,FRA,Paris,23
1060, Florian CARVALHO DE FONSESCO,09 MAR 1989, FRA, 1012, 12 MAR 2023,Carhaix - XC 9.81km,Site de Kerampuilh,115
1061, Ryan THOMSON,21 FEB 1996, GBR, 1012, 03 DEC 2023,ESP,Valencia,F
1061, Ryan THOMSON,21 FEB 1996, GBR, 1012, 12 JUL 2023,Birmingham,Birmingham University Athletics Track,13
1061, Ryan THOMSON,21 FEB 1996, GBR, 1012, 10 JUN 2023,GBR,Paula Radcliffe Stadium,4
1061, Ryan THOMSON,21 FEB 1996, GBR, 1012, 30:02.41 ,GBR,scottishathletics 10,4
1062, Edson ARRUDA SANTOS,25 NOV 1984, BRA, 1011, 19 NOV 2023,BRA,Curitiba,5
1062, Edson ARRUDA SANTOS,25 NOV 1984, BRA, 1011, 24 SEP 2023,BRA,Salvador,F
1062, Edson ARRUDA SANTOS,25 NOV 1984, BRA, 1011, DNF ,Pista de Atletismo da Universidade Federal do Mato Grosso,Brazilian Championships,8
1062, Edson ARRUDA SANTOS,25 NOV 1984, BRA, 1011, 11 JUN 2023,BRA,Rio de Janeiro,OC
1062, Edson ARRUDA SANTOS,25 NOV 1984, BRA, 1011, 31:00.6h ,BRA,Campeonato Sergipano,4
1063, James Tallam CHERUITICH,1987, KEN, 1011, 22 OCT 2023,INA,Jakarta,8
1063, James Tallam CHERUITICH,1987, KEN, 1011, 01 OCT 2023,MAS,Kuala Lumpur,8
1063, James Tallam CHERUITICH,1987, KEN, 1011, 11 JUN 2023,RWA,Kigali,10
1063, James Tallam CHERUITICH,1987, KEN, 1011, 04 FEB 2023,NGR,Lagos,46
1064, Nathan SEVENOIS,1996, BEL, 1011, 19 NOV 2023,Hulshout - XC 9.35km,Sportpark Joris Verhaegen,11
1064, Nathan SEVENOIS,1996, BEL, 1011, 05 AUG 2023,BEL,Oscar van Rumst Stadion,3
1064, Nathan SEVENOIS,1996, BEL, 1011, 07 MAY 2023,BEL,Domein Drie Fonteinen Piste,44
1064, Nathan SEVENOIS,1996, BEL, 1011, 12 MAR 2023,BEL,Gent - Belgian Half Marathon Ch,32
1064, Nathan SEVENOIS,1996, BEL, 1011, 26 FEB 2023,Bruxelles - XC 9.0km,Laeken Park,37
1064, Nathan SEVENOIS,1996, BEL, 1011, 22 JAN 2023,BEL,Hannut - XC 9.0km,F
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 16 DEC 2023,Auckland,AUT Millennium,69
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 01 OCT 2023,LAT,Riga,9
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 01 JUL 2023,AUS,Southport,7
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 04 MAR 2023,NZL,Newtown Park Stadium,8
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 02 MAR 2023,NZL,Newtown Park Stadium,7
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 10 FEB 2023,NZL,Nga Puna Wai Sports Hub,13
1065, Christopher DRYDEN,17 MAY 1999, NZL, 1011, 03 FEB 2023,NZL,Newtown Park Stadium,42
1066, Zikong WANG,04 OCT 1999, CHN, 1010, 29 OCT 2023,CHN,Beijing,11
1066, Zikong WANG,04 OCT 1999, CHN, 1010, 31:39.81 ,CHN,Southwest China Regional Invitation Meeting,10
1066, Zikong WANG,04 OCT 1999, CHN, 1010, 07 APR 2023,CHN,Sichuan Xipu Training Base,6
1066, Zikong WANG,04 OCT 1999, CHN, 1010, 01 MAR 2023,CHN,Sichuan Xipu Training Base,F10
1066, Zikong WANG,04 OCT 1999, CHN, 1010, 27 FEB 2023,Chengdu (i,Sichuan Xipu Training Base,22
1067, Kensuke YAMAGUCHI,03 MAY 1999, JPN, 1010, 30 SEP 2023,JPN,Municipal Stadium,6
1067, Kensuke YAMAGUCHI,03 MAY 1999, JPN, 1010, 27 AUG 2023,JPN,Sapporo,7
1067, Kensuke YAMAGUCHI,03 MAY 1999, JPN, 1010, 29:14.23 ,JPN,66rd Kyushu Corporate Athletics Championships,23
1067, Kensuke YAMAGUCHI,03 MAY 1999, JPN, 1010, 04 MAY 2023,JPN,Nishishina Athletic Stadium,15
1067, Kensuke YAMAGUCHI,03 MAY 1999, JPN, 1010, 26 FEB 2023,Fukuoka - XC 10.0km,Uminonakamichi Seaside Park Cross Country Course,11
1068, Taiyo WATANABE,13 NOV 1993, JPN, 1010, 30:19.72 ,Fukuoka - XC 10.0km,66rd Kyushu Corporate Athletics Championships,10
1068, Taiyo WATANABE,13 NOV 1993, JPN, 1010, 04 MAY 2023,JPN,Nishishina Athletic Stadium,9
1068, Taiyo WATANABE,13 NOV 1993, JPN, 1010, 12 FEB 2023,JPN,Nobeoka,94
1068, Taiyo WATANABE,13 NOV 1993, JPN, 1010, 29 JAN 2023,JPN,Osaka Half Marathon Course,9
1069, Ganyu CHENG,08 JAN 1991, CHN, 1010, 10 DEC 2023,CHN,Guangzhou,11
1069, Ganyu CHENG,08 JAN 1991, CHN, 1010, 05 NOV 2023,CHN,Xuzhou,12
1070, Hajime SAKAI,03 DEC 1993, JPN, 1010, 17 SEP 2023,AUS,presented by Asics,78
1070, Hajime SAKAI,03 DEC 1993, JPN, 1010, 05 MAR 2023,JPN,Tokyo,5
1071, Aidan REED,15 JAN 1998, USA, 1010, 15 JUL 2023,TN,Kingsport,21
1071, Aidan REED,15 JAN 1998, USA, 1010, 28 MAY 2023,CAN,Ottawa,3
1071, Aidan REED,15 JAN 1998, USA, 1010, 25 MAR 2023,CAN,Rockland Lake State Park,5
1071, Aidan REED,15 JAN 1998, USA, 1010, 28:27.40 ,CAN,The TEN,132
1072, Yann HAVLENA,17 NOV 2000, CZE, 1010, 03 DEC 2023,ESP,Valencia,48
1072, Yann HAVLENA,17 NOV 2000, CZE, 1010, 17 SEP 2023,DEN,København,17
1072, Yann HAVLENA,17 NOV 2000, CZE, 1010, 07 MAY 2023,CZE,Praha - Czech Marathon Ch,48
1072, Yann HAVLENA,17 NOV 2000, CZE, 1010, 02 APR 2023,GER,Berlin,81
1072, Christian Salvador VASCONEZ MANZANO,08 DEC 1989, ECU, 1010, 01 OCT 2023,LAT,Riga,9
1072, Christian Salvador VASCONEZ MANZANO,08 DEC 1989, ECU, 1010, 30 JUL 2023,COL,Bogotá,4
1072, Christian Salvador VASCONEZ MANZANO,08 DEC 1989, ECU, 1010, 02 JUL 2023,BOL,Santa Cruz de la Sierra,8
1074, David KELLER,05 JAN 1992, SUI, 1010, 24 SEP 2023,POL,Warszawa,12
1074, David KELLER,05 JAN 1992, SUI, 1010, 23 APR 2023,SUI,Zürich - Swiss Marathon Ch,21
1074, David KELLER,05 JAN 1992, SUI, 1010, 25 MAR 2023,SUI,Uster - Swiss 10 km Ch,77
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 03 DEC 2023,ESP,Valencia,34
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 19 NOV 2023,ESP,Soria - XC 8.801km,2
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 30 SEP 2023,ESP,Valencia,9
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 14 JUL 2023,ESP,Morton Stadium,8
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 10 JUN 2023,FRA,Montesson,4
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 14 MAY 2023,ESP,Santander,1
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 29:31.02 ,ESP,Irish Universities Track and Field Championships,15
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 15 APR 2023,ESP,Huelva,8
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 01 APR 2023,CZE,Praha,36
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 05 FEB 2023,ESP,Oropesa del Mar - XC 8.7km,31
1075, Jose Ignacio GIMENEZ PEREZ,05 OCT 1994, ESP, 1009, 29 JAN 2023,Ortuella - XC 9.5km,Circuito Las Balsas,31
1077, Michael DUGGAN,01 APR 1997, USA, 1009, 03 DEC 2023,USA,Sacramento,93
1077, Michael DUGGAN,01 APR 1997, USA, 1009, 24 SEP 2023,GER,Berlin,25
1077, Michael DUGGAN,01 APR 1997, USA, 1009, 17 APR 2023,USA,Boston,3
1078, Bernard Kipkemoi ROTICH,11 AUG 1986, KEN, 1008, 30 APR 2023,GBR,Belfast,7
1079, Masatoshi TERANISHI,02 OCT 1994, JPN, 1008, 29:43.23 ,GBR,3rd Chugoku Corporate Long Distance Challenge,6
1079, Masatoshi TERANISHI,02 OCT 1994, JPN, 1008, 23 APR 2023,JPN,Nagano,17
1080, Malixole KALIDENI,10 JUN 1992, RSA, 1008, 15 OCT 2023,RSA,Cape Town,48
1080, Malixole KALIDENI,10 JUN 1992, RSA, 1008, 03 JUN 2023,RSA,Gqeberha,19
1081, Alberto MENA,, USA, 1008, 14 OCT 2023,USA,Valley Cottage,63
1081, Alberto MENA,, USA, 1008, 17 JUN 2023,USA,Duluth,30
1081, Alberto MENA,, USA, 1008, 25 MAR 2023,USA,Rockland Lake State Park,18
1081, Alberto MENA,, USA, 1008, 04 MAR 2023,USA,Jacksonville,26
1082, Marcos BAILON,, USA, 1008, 17 JUN 2023,USA,Duluth,82
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 03 DEC 2023,ESP,Valencia,23
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 19 NOV 2023,NED,Nijmegen,20
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 01 OCT 2023,NED,Breda,56
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 17 SEP 2023,DEN,København,18
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 03 SEP 2023,NED,Rotterdam,9
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 05 AUG 2023,BEL,AtletiekArena Gaston Roelants Kessel-Lo / Hal 5,16
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 28 JUL 2023,NED,Atletiekbaan Breda,10
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 22 JUL 2023,BEL,Stedelijke Atletiekpiste,19
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 15 JUL 2023,BEL,Stadion De Veen,3
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 17 JUN 2023,NED,Atletiekbaan Brakkenstein,13
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 30:46.03 ,NED,Dutch 10,15
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 27 MAY 2023,BEL,Putbosstadion,21
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 30:34.79 ,BEL,Night of the 10,6
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 13 MAY 2023,NED,Sportpark Ter Specke,13
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 02 APR 2023,NED,Brunssum,15
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 12 MAR 2023,NED,Den Haag,39
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 12 FEB 2023,NED,Schoorl,116
1083, Floris WILLEBOORDSE,23 OCT 1991, NED, 1007, 15 JAN 2023,ESP,Valencia,51
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 24 SEP 2023,GER,Berlin,17
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 10 SEP 2023,GER,Bad Liebenzell,UNC
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 14 MAY 2023,GER,Berlin,9
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 30:24.26 ,GER,German 10,17
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 08 APR 2023,GER,Paderborn,7
1084, Niels MICHALIK,27 AUG 1987, GER, 1007, 26 MAR 2023,GER,Freiburg,54
1085, Jacob RILEY,02 NOV 1988, USA, 1007, 24 SEP 2023,GER,Berlin,31
1085, Jacob RILEY,02 NOV 1988, USA, 1007, 07 MAY 2023,WA,Spokane,40
1086, Brandon KRAGE,12 MAR 1994, USA, 1007, 03 DEC 2023,USA,Sacramento,41
1086, Brandon KRAGE,12 MAR 1994, USA, 1007, 14 OCT 2023,USA,Valley Cottage,12
1087, Ryota SEKI,29 AUG 1996, JPN, 1007, 30:23.09 ,USA,65th East Japan Corporate Athletics Championships,55
1087, Ryota SEKI,29 AUG 1996, JPN, 1007, 12 FEB 2023,JPN,Ishin Me-Life Stadium,119
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 03 DEC 2023,ESP,Valencia,7
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 01 OCT 2023,LAT,Riga,8
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 30 JUL 2023,FIN,Stadion,F
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 13 JUN 2023,Turku,Paavo Nurmen Stadion,6
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 07 JUN 2023,FIN,Harjun stadion,5
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 31 MAY 2023,FIN,Paavo Nurmen Stadion,4
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 13 MAY 2023,FIN,Olympiastadion,3
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 07 MAY 2023,FIN,Helsinki - XC 4.0km,1
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 15 APR 2023,FIN,Pyhtää,17
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 29:39.54 ,FIN,Trofeo Iberico,21
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 11 MAR 2023,ESP,Laredo,4
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 19 FEB 2023,FIN,Liikuntamylly,2
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 04 FEB 2023,FIN,Liikuntamylly,2
1088, Hannu GRANBERG,02 FEB 1990, FIN, 1007, 28 JAN 2023,FIN,Liikuntamylly,6
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 31 DEC 2023,ESP,Barcelona,F
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 01 OCT 2023,LAT,Riga,UNC
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 16 SEP 2023,CZE,Ústí nad Labem,1
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 10 SEP 2023,LTU,Vilnius,1
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 10 SEP 2023,LTU,Vilnius,1
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 19 AUG 2023,LAT,Piltene - Latvian Road Running Championships,1
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 05 AUG 2023,LAT,Kuldiga,SC
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 29 JUL 2023,LAT,Jelgava - Latvian Half Marathon Championships,5
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 17 JUN 2023,CZE,Olomouc,7
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 03 JUN 2023,CZE,České Budějovice,1
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 07 MAY 2023,LAT,Riga,5
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 22 APR 2023,ESP,Ibiza,UNC
1089, Dmitrijs SERJOGINS,23 FEB 1993, LAT, 1007, 02 APR 2023,ESP,Les Galletas,23
1090, Takaki MORI,02 JUN 1981, JPN, 1007, 03 DEC 2023,JPN,Fukuoka,9
1091, Blessing WAISON,14 SEP 1995, ZIM, 1006, 15 OCT 2023,RSA,Cape Town,49
1091, Blessing WAISON,14 SEP 1995, ZIM, 1006, 18 FEB 2023,AUS,Bathurst,9
1092, Dennis KIPKOSGEI,, KEN, 1006, 28 APR 2024,ESP,Madrid,6
1092, Dennis KIPKOSGEI,, KEN, 1006, 03 MAR 2024,PUR,Coamo,UNC
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 26 NOV 2023,BRA,Brasilia,1
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 12 NOV 2023,BRA,Brasilia,42
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 27 AUG 2023,ARG,Buenos Aires,4
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 02 JUL 2023,BRA,Goiania,UNC
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 03 JUN 2023,BRA,Porto Alegre,1
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 06 MAY 2023,BRA,Pista de Atletismo da UFG,3
1093, Gustavo BARROS DE SOUZA,19 SEP 1996, BRA, 1006, 02 APR 2023,BRA,Meio-Fundo e Fundo,19
1094, Wesley ROBINSON,, USA, 1006, 05 NOV 2023,USA,New York,20
1095, Prescott LEACH,31 AUG 1982, USA, 1005, 03 DEC 2023,USA,Sacramento,1
1095, Prescott LEACH,31 AUG 1982, USA, 1005, 05 NOV 2023,USA,New York,22
1095, Prescott LEACH,31 AUG 1982, USA, 1005, 17 APR 2023,USA,Boston,UNC
1096, Kennedy Kibet RONO,1989, KEN, 1004, 24 SEP 2023,CZE,Běchovice,3
1096, Kennedy Kibet RONO,1989, KEN, 1004, 16 SEP 2023,SVK,Prievidza,1
1096, Kennedy Kibet RONO,1989, KEN, 1004, 14 MAY 2023,BUL,Varna,2
1096, Kennedy Kibet RONO,1989, KEN, 1004, 15 APR 2023,CZE,Pardubice,10
1097, Mewleddeg GEBRE,, ETH, 1004, 16 DEC 2023,UAE,Abu Dhabi,88
1098, David BISHOP,09 MAY 1987, GBR, 1004, 03 DEC 2023,ESP,Valencia,18
1098, David BISHOP,09 MAY 1987, GBR, 1004, 01 OCT 2023,GBR,Cardiff,84
1099, Francisco SERRANO,10 JAN 1992, ESP, 1004, 19 NOV 2023,ESP,Soria - XC 8.801km,48
1099, Francisco SERRANO,10 JAN 1992, ESP, 1004, 22 OCT 2023,ESP,Valencia,38
1099, Francisco SERRANO,10 JAN 1992, ESP, 1004, 19 FEB 2023,ESP,Barcelona,11
1100, Adam BOWDEN,05 AUG 1982, GBR, 1004, 29 OCT 2023,IRL,Dublin,17
1100, Adam BOWDEN,05 AUG 1982, GBR, 1004, 01 OCT 2023,GBR,Cardiff,2
1100, Adam BOWDEN,05 AUG 1982, GBR, 1004, 30 APR 2023,GBR,Belfast,9
1101, Yuhi TAKAMI,14 JUN 1994, JPN, 1004, 03 DEC 2023,JPN,Hofu,36
1101, Yuhi TAKAMI,14 JUN 1994, JPN, 1004, 05 FEB 2023,JPN,Beppu,21
1102, Nick BOWKER,, GBR, 1003, 27 AUG 2023,GBR,Larne,17
1102, Nick BOWKER,, GBR, 1003, 23 APR 2023,GBR,London,24
1103, Jordan DANIEL,, USA, 1003, 14 OCT 2023,USA,Valley Cottage,27
1103, Jordan DANIEL,, USA, 1003, 25 MAR 2023,USA,Rockland Lake State Park,15
1104, Rik GOETHALS,20 NOV 1992, NED, 1003, 03 DEC 2023,NED,Heerenberg,32
1104, Rik GOETHALS,20 NOV 1992, NED, 1003, 01 OCT 2023,NED,Breda,38
1104, Rik GOETHALS,20 NOV 1992, NED, 1003, 17 SEP 2023,NED,Zaandam,34
1104, Rik GOETHALS,20 NOV 1992, NED, 1003, 03 SEP 2023,NED,Rotterdam,49
1104, Rik GOETHALS,20 NOV 1992, NED, 1003, 16 APR 2023,NED,Rotterdam,8
1105, Takemaru YAMASAKI,09 NOV 1988, JPN, 1003, 17 DEC 2023,THA,Chon Buri,29
1105, Takemaru YAMASAKI,09 NOV 1988, JPN, 1003, 02 JUL 2023,AUS,Gold Coast,125
1105, Takemaru YAMASAKI,09 NOV 1988, JPN, 1003, 05 FEB 2023,JPN,Marugame,4
1106, Khalil LAMCIYEH,10 DEC 1986, MAR, 1003, 04 JUN 2023,FRA,Caen,12
1106, Khalil LAMCIYEH,10 DEC 1986, MAR, 1003, 30 APR 2023,MAR,Rabat,13
1106, Khalil LAMCIYEH,10 DEC 1986, MAR, 1003, 29 JAN 2023,MAR,Marrakech,67
1107, James NIPPERESS,21 MAY 1990, AUS, 1003, 24 SEP 2023,GER,Berlin,10
1107, James NIPPERESS,21 MAY 1990, AUS, 1003, 01 JUL 2023,AUS,Southport,20
1108, Nehemia KIMARU,1999, KEN, 1002, 23 APR 2023,SUI,Zürich,UNC
1108, Nehemia KIMARU,1999, KEN, 1002, 16 APR 2023,FRA,5K,4
1108, Nehemia KIMARU,1999, KEN, 1002, 15 APR 2023,FRA,5K,12
1109, Aleksey PATRAKOV,07 DEC 1994, RUS, 1002, 17 SEP 2023,RUS,Moskva,6
1109, Aleksey PATRAKOV,07 DEC 1994, RUS, 1002, 11 JUN 2023,RUS,St. Petersburg,62
1110, Dmytro SIRUK,12 APR 1991, UKR, 1002, 10 DEC 2023,Bruxelles,Laeken Park,2
1110, Dmytro SIRUK,12 APR 1991, UKR, 1002, 03 SEP 2023,UKR,Lviv,2
1110, Dmytro SIRUK,12 APR 1991, UKR, 1002, 29:08.61 ,UKR,European 10,1
1110, Dmytro SIRUK,12 APR 1991, UKR, 1002, 29:15.33 ,UKR,Ukrainian 10,10
1111, Sohei WADA,03 JAN 1986, JPN, 1002, 19 NOV 2023,JPN,Kobe,13
1111, Sohei WADA,03 JAN 1986, JPN, 1002, 27 AUG 2023,JPN,Sapporo,4
1111, Sohei WADA,03 JAN 1986, JPN, 1002, 19 MAR 2023,JPN,Tokushima,90
1111, Sohei WADA,03 JAN 1986, JPN, 1002, 26 FEB 2023,JPN,Osaka,126
1111, Sohei WADA,03 JAN 1986, JPN, 1002, 05 FEB 2023,JPN,Marugame,1
1112, Vladimir CHISTYAKOV,22 FEB 1999, RUS, 1001, 01 OCT 2023,KAZ,Almaty,8
1112, Vladimir CHISTYAKOV,22 FEB 1999, RUS, 1001, 03 SEP 2023,RUS,Perm,2
1112, Vladimir CHISTYAKOV,22 FEB 1999, RUS, 1001, 14 MAY 2023,RUS,Pushkin,9
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 22 OCT 2023,CHN,Suzhou,3
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 30:19.44 ,CHN,National Athletics Championships,9
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 21 JUL 2023,CHN,Sports Center,12
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 30:25.59 ,CHN,Chinese Champinships,12
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 27 JUN 2023,CHN,Olympic Center,7
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 29:48.22 ,CHN,2nd National Grand Prix,6
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 26 APR 2023,CHN,Rizhao,10
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 30:12.58 ,CHN,Southwest China Regional Invitation Meeting,7
1113, Yujin CHEN,03 JUL 2002, CHN, 1001, 07 APR 2023,CHN,Sichuan Xipu Training Base,15
1114, Koech KIPRONO,1993, KEN, 1001, 29 OCT 2023,KEN,Nairobi,18
1114, Koech KIPRONO,1993, KEN, 1001, 11 JUN 2023,RWA,Kigali,35
1115, Ryan ARCHER,17 NOV 1994, USA, 1001, 03 DEC 2023,USA,Sacramento,43
1115, Ryan ARCHER,17 NOV 1994, USA, 1001, 17 JUN 2023,USA,Duluth,F
1115, Ryan ARCHER,17 NOV 1994, USA, 1001, 04 MAR 2023,FL - US 15km Ch,Jacksonville,13
1116, Takao IMAI,31 AUG 1990, JPN, 1001, 23 APR 2023,JPN,Nagano,76
1116, Takao IMAI,31 AUG 1990, JPN, 1001, 26 FEB 2023,JPN,Osaka,40
1116, Takao IMAI,31 AUG 1990, JPN, 1001, 05 FEB 2023,JPN,Beppu,3
1116, Geoffrey KIBOY,2000, KEN, 1001, 09 SEP 2023,SRB,Beograd,2
1116, Geoffrey KIBOY,2000, KEN, 1001, 03 SEP 2023,GER,Hamburg,10
1116, Geoffrey KIBOY,2000, KEN, 1001, 11 JUN 2023,RWA,Kigali,4
1118, Dave RIDLEY,02 JUN 1988, NZL, 1001, 15 OCT 2023,AUS,Cricket Ground,39
1118, Dave RIDLEY,02 JUN 1988, NZL, 1001, 02 JUL 2023,AUS,Gold Coast - Oceania Marathon Championships,49
1118, Dave RIDLEY,02 JUN 1988, NZL, 1001, 01 JUL 2023,AUS,Southport,66
1118, Dave RIDLEY,02 JUN 1988, NZL, 1001, 16 APR 2023,NED,Rotterdam,17
